"Description","Code","Brand","Retail Bottle Price","Discount Per Bottle","Sale Bottle Price","Price per Liter"
"STRAIGHT BOURBON WHISKEY","016518","Ancient Age 1.75L","21.90","2.00","19.90","11.37"
"STRAIGHT BOURBON WHISKEY","016676","Basil Hayden's 750ml","40.95","2.05","38.90","51.87"
"STRAIGHT BOURBON WHISKEY","021482","Benchmark Bourbon #8 1.75L","19.95","2.00","17.95","10.26"
"STRAIGHT BOURBON WHISKEY","017020","Bowman Brothers 750ml","29.95","2.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","017766","Eagle Rare Single Brl Bourbon 10 Yr 750ml","26.95","2.00","24.95","33.27"
"STRAIGHT BOURBON WHISKEY","017920","Elijah Craig 18 Yr 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT BOURBON WHISKEY","017916","Elijah Craig 750ml","23.95","1.50","22.45","29.93"
"STRAIGHT BOURBON WHISKEY","017946","Elmer T Lee Bourbon 750ml","28.95","4.00","24.95","33.27"
"STRAIGHT BOURBON WHISKEY","017958","Evan Williams Black 1.75L","24.90","2.00","22.90","13.09"
"STRAIGHT BOURBON WHISKEY","018120","Evan Williams Single Barrel 750ml","25.95","2.00","23.95","31.93"
"STRAIGHT BOURBON WHISKEY","018198","Ezra Brooks 1.75L","24.45","2.00","22.45","12.83"
"STRAIGHT BOURBON WHISKEY","027493","Firefly Sweet Tea Bourbon 750ml","15.90","2.95","12.95","17.27"
"STRAIGHT BOURBON WHISKEY","018352","Four Roses Bourbon 750ml","18.90","3.00","15.90","21.20"
"STRAIGHT BOURBON WHISKEY","018350","Four Roses Single Barrel Bourbon 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT BOURBON WHISKEY","019009","Jefferson's KY Straight Bourbon 750ml","29.95","5.00","24.95","33.27"
"STRAIGHT BOURBON WHISKEY","019068","Jim Beam 1.75L","29.95","2.00","27.95","15.97"
"STRAIGHT BOURBON WHISKEY","019078","Jim Beam 7 Year 1.75L","39.90","3.00","36.90","21.09"
"STRAIGHT BOURBON WHISKEY","019028","Jim Beam Black 1.75L","47.95","5.00","42.95","24.54"
"STRAIGHT BOURBON WHISKEY","019338","Kentucky Supreme 1.75L","18.90","2.00","16.90","9.66"
"STRAIGHT BOURBON WHISKEY","019226","Knob Creek 750ml","34.95","4.00","30.95","41.27"
"STRAIGHT BOURBON WHISKEY","019476","Maker's Mark 750ml","28.95","2.00","26.95","35.93"
"STRAIGHT BOURBON WHISKEY","020908","Old 1889 Brand 1.75L","17.70","2.00","15.70","8.97"
"STRAIGHT BOURBON WHISKEY","020368","Old Forester 1.75L","32.95","3.00","29.95","17.11"
"STRAIGHT BOURBON WHISKEY","020448","Old Grand Dad 86 1.75L","34.95","3.00","31.95","18.26"
"STRAIGHT BOURBON WHISKEY","020988","Olde Bourbon 1.75L","18.75","2.00","16.75","9.57"
"STRAIGHT BOURBON WHISKEY","021206","Rebel Yell 750ml","14.95","2.00","12.95","17.27"
"STRAIGHT BOURBON WHISKEY","027544","Red Stag 750ml","18.90","2.00","16.90","22.53"
"STRAIGHT BOURBON WHISKEY","021348","Sam Clay 1.75L","18.25","2.00","16.25","9.29"
"STRAIGHT BOURBON WHISKEY","021758","Virginia Gentleman 1.75L","24.90","2.00","22.90","13.09"
"STRAIGHT BOURBON WHISKEY","022158","Wild Turkey 101 1.75L","49.95","4.00","45.95","26.26"
"STRAIGHT BOURBON WHISKEY","022118","Wild Turkey 80 1.75L","44.95","5.00","39.95","22.83"
"STRAIGHT BOURBON WHISKEY","022205","Wild Turkey Rare Breed 750ml","38.95","3.00","35.95","47.93"
"STRAIGHT BOURBON WHISKEY","022216","Woodford Reserve 750ml","34.95","5.00","29.95","39.93"
"TENNESSEE WHISKEY","026589","Gentleman Jack 1.75L","59.95","6.00","53.95","30.83"
"TENNESSEE WHISKEY","026658","George Dickel #12 1.75L","41.95","2.10","39.85","22.77"
"TENNESSEE WHISKEY","026907","Jack Daniel's Single Barrel 1L","54.90","4.95","49.95","49.95"
"TENNESSEE WHISKEY","026906","Jack Daniel's Single Barrel 750ml","45.90","3.95","41.95","55.93"
"BOTTLED IN BOND WHISKEY","016416","Old Grand Dad 100 750ml","19.95","2.00","17.95","23.93"
"STRAIGHT RYE WHISKEY","027080","(Ri)1 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT RYE WHISKEY","027056","Jim Beam Rye 750ml","18.90","1.00","17.90","23.87"
"BLENDED WHISKEY","027470","Bernheim Original Wheat Whiskey 750ml","24.90","3.00","21.90","29.20"
"BLENDED WHISKEY","023708","Fleischmann's Preferred 1.75L","15.90","2.40","13.50","7.71"
"BLENDED WHISKEY","024078","Haller's Reserve 1.75L","14.95","2.00","12.95","7.40"
"BLENDED WHISKEY","077256","Revel Stoke Spiced Whisky 750ml","16.95","3.00","13.95","18.60"
"WHISKEY","073715","Evan Williams Cherry Reserve 750ml","13.95","2.00","11.95","15.93"
"WHISKEY","021376","Sam Houston 750ml","29.95","2.00","27.95","37.27"
"WHISKEY","027626","Whitetail Whiskey 750ml","19.95","2.00","17.95","23.93"
"GRAPE BRANDY (DOMESTIC)","052136","Christian Brothers Frost 750ml","11.95","1.45","10.50","14.00"
"GRAPE BRANDY (DOMESTIC)","052186","Christian Brothers Grand Reserve 750ml","12.90","1.40","11.50","15.33"
"GRAPE BRANDY (DOMESTIC)","052376","Coronet V.S.Q. 750 750ml","11.70","1.00","10.70","14.27"
"GRAPE BRANDY (DOMESTIC)","053216","Paul Masson Grande Amber VS 750ml","13.45","1.50","11.95","15.93"
