"Description","Code","Brand","Retail Bottle Price","Discount Per Bottle","Sale Bottle Price","Price per Liter"
"STRAIGHT BOURBON WHISKEY","021236","1792 Ridgemont Reserve 750ml","31.95","3.00","28.95","38.60"
"STRAIGHT BOURBON WHISKEY","016518","Ancient Age 1.75L","21.90","2.00","19.90","11.37"
"STRAIGHT BOURBON WHISKEY","016676","Basil Hayden's 750ml","40.95","3.00","37.95","50.60"
"STRAIGHT BOURBON WHISKEY","021482","Benchmark Bourbon #8 1.75L","19.95","2.00","17.95","10.26"
"STRAIGHT BOURBON WHISKEY","016906","Booker's 750ml","59.95","5.00","54.95","73.27"
"STRAIGHT BOURBON WHISKEY","017086","Bulleit Bourbon 750ml","29.95","1.50","28.45","37.93"
"STRAIGHT BOURBON WHISKEY","017766","Eagle Rare Single Brl Bourbon 10 Yr 750ml","26.95","2.00","24.95","33.27"
"STRAIGHT BOURBON WHISKEY","017958","Evan Williams Black 1.75L","25.50","2.00","23.50","13.43"
"STRAIGHT BOURBON WHISKEY","018198","Ezra Brooks 1.75L","24.90","2.45","22.45","12.83"
"STRAIGHT BOURBON WHISKEY","027493","Firefly Sweet Tea Bourbon 750ml","15.90","2.95","12.95","17.27"
"STRAIGHT BOURBON WHISKEY","018352","Four Roses Bourbon 750ml","18.90","3.00","15.90","21.20"
"STRAIGHT BOURBON WHISKEY","018350","Four Roses Single Barrel Bourbon 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT BOURBON WHISKEY","019009","Jefferson's KY Straight Bourbon 750ml","29.95","2.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","019068","Jim Beam 1.75L","29.95","2.00","27.95","15.97"
"STRAIGHT BOURBON WHISKEY","019478","Maker's Mark 1.75L","57.90","5.00","52.90","30.23"
"STRAIGHT BOURBON WHISKEY","020908","Old 1889 Brand 1.75L","17.70","2.00","15.70","8.97"
"STRAIGHT BOURBON WHISKEY","020368","Old Forester 1.75L","32.95","3.00","29.95","17.11"
"STRAIGHT BOURBON WHISKEY","020116","Old Grand Dad 114 750ml","22.95","2.00","20.95","27.93"
