"Description","Code","Brand","Retail Bottle Price","Discount Per Bottle","Sale Bottle Price","Price per Liter"
"STRAIGHT BOURBON WHISKEY","021236","1792 Ridgemont Reserve 750ml","31.95","3.00","28.95","38.60"
"STRAIGHT BOURBON WHISKEY","016538","Ancient Ancient Age 1.75L","24.90","2.00","22.90","13.09"
"STRAIGHT BOURBON WHISKEY","016580","Baker's 750ml","44.95","5.00","39.95","53.27"
"STRAIGHT BOURBON WHISKEY","016850","Blanton Single Barrel 750ml","51.90","3.00","48.90","65.20"
"STRAIGHT BOURBON WHISKEY","017017","Bowman's Bourbon 1L","9.90","1.00","8.90","8.90"
"STRAIGHT BOURBON WHISKEY","017836","Early Times Bourbon 354 750ml","14.95","2.00","12.95","17.27"
"STRAIGHT BOURBON WHISKEY","017946","Elmer T Lee Bourbon 750ml","28.95","4.00","24.95","33.27"
"STRAIGHT BOURBON WHISKEY","018098","Evan Williams 1783 1.75L","26.95","2.00","24.95","14.26"
"STRAIGHT BOURBON WHISKEY","018048","Evan Williams Green 1.75L","19.95","2.00","17.95","10.26"
"STRAIGHT BOURBON WHISKEY","018276","Fighting Cock 750ml","17.70","1.00","16.70","22.27"
"STRAIGHT BOURBON WHISKEY","018348","Four Roses Small Batch Bourbon 750ml","32.95","5.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","018568","Henry McKenna 1.75L","23.95","4.00","19.95","11.40"
"STRAIGHT BOURBON WHISKEY","018928","J.T.S. Brown 1.75L","17.70","2.00","15.70","8.97"
"STRAIGHT BOURBON WHISKEY","019006","Jefferson Reserve 750ml","49.95","3.00","46.95","62.60"
"STRAIGHT BOURBON WHISKEY","016708","Jim Beam's Choice 1.75L","34.95","2.00","32.95","18.83"
"STRAIGHT BOURBON WHISKEY","019235","Knob Creek Single Barrel Reserve 750ml","44.95","4.00","40.95","54.60"
"STRAIGHT BOURBON WHISKEY","019638","Mattingly & Moore 1.75L","18.75","2.00","16.75","9.57"
"STRAIGHT BOURBON WHISKEY","020446","Old Grand Dad 86 750ml","17.95","1.00","16.95","22.60"
"STRAIGHT BOURBON WHISKEY","022156","Wild Turkey 101 750ml","24.90","2.00","22.90","30.53"
"STRAIGHT BOURBON WHISKEY","022123","Wild Turkey 81 1.75L","44.95","3.00","41.95","23.97"
"STRAIGHT BOURBON WHISKEY","022166","Wild Turkey Bourbon PET 750ml","24.90","2.00","22.90","30.53"
"TENNESSEE WHISKEY","026598","George Dickel Cascade Hollow 1.75L","31.95","2.00","29.95","17.11"
"TENNESSEE WHISKEY","026828","Jack Daniel's 7 Black 1.75L","48.90","4.95","43.95","25.11"
"BLENDED WHISKEY","024458","Kessler 1.75L","19.95","2.00","17.95","10.26"
"BLENDED WHISKEY","077256","Revel Stoke Spiced Whisky 750ml","16.95","2.00","14.95","19.93"
"WHISKEY","027475","Bird Dog Blackberry Flav. Whiskey 750ml","19.95","2.00","17.95","23.93"
"WHISKEY","017668","Distiller's Pride 1.75L","16.95","2.00","14.95","8.54"
"WHISKEY","022175","Wild Turkey Russell Reserve 750ml","32.95","3.00","29.95","39.93"
"GRAPE BRANDY (DOMESTIC)","052316","Christian Brothers Brandy 750ml","11.95","1.45","10.50","14.00"
"GRAPE BRANDY (DOMESTIC)","053206","Paul Masson Grande Amber VSOP 750ml","15.45","1.00","14.45","19.27"
"GRAPE BRANDY (DOMESTIC)","052166","The Christian Brothers X.O. 750ml","15.90","1.95","13.95","18.60"
"CANADIAN WHISKY","011788","Black Velvet Portable 1.75L","20.95","2.50","18.45","10.54"
"CANADIAN WHISKY","011845","Bowman's Canadian 750ml","7.95","1.00","6.95","9.27"
"CANADIAN WHISKY","010628","Canadian Club 1.75L","29.95","3.00","26.95","15.40"
"CANADIAN WHISKY","010846","Canadian Club Classic 12 YR 750ml","19.95","2.00","17.95","23.93"
"CANADIAN WHISKY","012308","Canadian Hunter 1.75L","18.90","2.00","16.90","9.66"
"CANADIAN WHISKY","011058","Canadian MacNaughton 1.75L","19.95","2.50","17.45","9.97"
"CANADIAN WHISKY","011930","Canadian Mist Black Diamond 750ml","14.95","2.00","12.95","17.27"
"CANADIAN WHISKY","011366","Crown Royal Special Reserve 750ml","42.90","2.95","39.95","53.27"
"CANADIAN WHISKY","013248","Harwood Canadian 1.75L","16.95","2.00","14.95","8.54"
"CANADIAN WHISKY","013638","Lord Calvert 1.75L","19.95","2.00","17.95","10.26"
"CANADIAN WHISKY","012858","Rich & Rare Reserve Canadian 1.75L","24.90","4.95","19.95","11.40"
