"Description","Code","Brand","Retail Bottle Price","Discount Per Bottle","Sale Bottle Price","Price per Liter"
"STRAIGHT BOURBON WHISKEY","016518","Ancient Age 1.75L","21.90","2.00","19.90","11.37"
"STRAIGHT BOURBON WHISKEY","016538","Ancient Ancient Age 1.75L","24.90","2.00","22.90","13.09"
"STRAIGHT BOURBON WHISKEY","017086","Bulleit Bourbon 750ml","28.95","1.45","27.50","36.67"
"STRAIGHT BOURBON WHISKEY","017516","Corner Creek Reserve Bourbon Whiskey 750ml","27.90","3.00","24.90","33.20"
"STRAIGHT BOURBON WHISKEY","017920","Elijah Craig 18 Yr 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT BOURBON WHISKEY","017946","Elmer T Lee Bourbon 750ml","28.95","4.00","24.95","33.27"
"STRAIGHT BOURBON WHISKEY","017958","Evan Williams Black 1.75L","24.90","2.00","22.90","13.09"
"STRAIGHT BOURBON WHISKEY","018048","Evan Williams Green 1.75L","19.95","2.00","17.95","10.26"
"STRAIGHT BOURBON WHISKEY","018120","Evan Williams Single Barrel 750ml","25.95","2.00","23.95","31.93"
"STRAIGHT BOURBON WHISKEY","018196","Ezra Brooks 750ml","11.95","1.00","10.95","14.60"
"STRAIGHT BOURBON WHISKEY","027493","Firefly Sweet Tea Bourbon 750ml","21.90","1.95","19.95","26.60"
"STRAIGHT BOURBON WHISKEY","018352","Four Roses Bourbon 750ml","18.90","3.00","15.90","21.20"
"STRAIGHT BOURBON WHISKEY","018350","Four Roses Single Barrel Bourbon 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT BOURBON WHISKEY","018568","Henry McKenna 1.75L","23.95","4.00","19.95","11.40"
"STRAIGHT BOURBON WHISKEY","019009","Jefferson's KY Straight Bourbon 750ml","29.95","2.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","019068","Jim Beam 1.75L","29.95","2.00","27.95","15.97"
"STRAIGHT BOURBON WHISKEY","017022","John J Bowman 750ml","49.95","3.00","46.95","62.60"
"STRAIGHT BOURBON WHISKEY","019226","Knob Creek 750ml","33.90","4.00","29.90","39.87"
"STRAIGHT BOURBON WHISKEY","019478","Maker's Mark 1.75L","57.90","5.95","51.95","29.69"
"STRAIGHT BOURBON WHISKEY","019638","Mattingly & Moore 1.75L","18.75","2.00","16.75","9.57"
"STRAIGHT BOURBON WHISKEY","020368","Old Forester 1.75L","32.95","3.00","29.95","17.11"
"STRAIGHT BOURBON WHISKEY","020448","Old Grand Dad 86 1.75L","34.95","3.00","31.95","18.26"
"STRAIGHT BOURBON WHISKEY","027544","Red Stag 750ml","18.90","2.00","16.90","22.53"
"STRAIGHT BOURBON WHISKEY","022158","Wild Turkey 101 1.75L","49.95","5.00","44.95","25.69"
"STRAIGHT BOURBON WHISKEY","022121","Wild Turkey 750ml","22.95","3.00","19.95","26.60"
"STRAIGHT BOURBON WHISKEY","022116","Wild Turkey 80 750ml","22.95","3.00","19.95","26.60"
"STRAIGHT BOURBON WHISKEY","022205","Wild Turkey Rare Breed 750ml","38.95","3.00","35.95","47.93"
"TENNESSEE WHISKEY","026586","Gentleman Jack 750ml","29.95","3.00","26.95","35.93"
"TENNESSEE WHISKEY","026906","Jack Daniel's Single Barrel 750ml","45.90","3.95","41.95","55.93"
"BOTTLED IN BOND WHISKEY","016416","Old Grand Dad 100 750ml","19.95","2.00","17.95","23.93"
"STRAIGHT RYE WHISKEY","027056","Jim Beam Rye 750ml","17.95","1.00","16.95","22.60"
"STRAIGHT RYE WHISKEY","027116","Wild Turkey 101 Rye 750ml","24.90","2.00","22.90","30.53"
"STRAIGHT RYE WHISKEY","027126","Wild Turkey Russell's Reserve Rye 750ml","32.95","2.00","30.95","41.27"
"BLENDED WHISKEY","027470","Bernheim Original Wheat Whiskey 750ml","24.90","3.00","21.90","29.20"
"BLENDED WHISKEY","023708","Fleischmann's Preferred 1.75L","15.90","2.40","13.50","7.71"
"BLENDED WHISKEY","077256","Revel Stoke Spiced Whisky 750ml","16.95","2.00","14.95","19.93"
"WHISKEY","073715","Evan Williams Cherry Reserve 750ml","13.95","2.00","11.95","15.93"
"WHISKEY","027626","Whitetail Whiskey 750ml","19.95","1.00","18.95","25.27"
"WHISKEY","022175","Wild Turkey Russell Reserve 750ml","32.95","2.00","30.95","41.27"
"GRAPE BRANDY (DOMESTIC)","052136","Christian Brothers Frost 750ml","11.95","1.45","10.50","14.00"
"GRAPE BRANDY (DOMESTIC)","052186","Christian Brothers Grand Reserve 750ml","12.90","1.40","11.50","15.33"
"GRAPE BRANDY (DOMESTIC)","052376","Coronet V.S.Q. 750 750ml","11.70","1.00","10.70","14.27"
"GRAPE BRANDY (DOMESTIC)","052806","Korbel Brandy 750ml","11.95","1.00","10.95","14.60"
"GRAPE BRANDY (DOMESTIC)","053216","Paul Masson Grande Amber VS 750ml","13.45","1.50","11.95","15.93"
"GRAPE BRANDY (DOMESTIC)","053220","Paul Masson Grande Amber VS Pet 750ml","13.45","1.50","11.95","15.93"
"BRANDY IMPORTED","050526","Raynal Napoleon VSOP 750ml","15.90","2.00","13.90","18.53"
"BRANDY IMPORTED","050686","St. Remy VSOP 750ml","13.50","1.00","12.50","16.67"
"CANADIAN WHISKY","011586","Black Velvet Reserve 750ml","12.90","2.00","10.90","14.53"
"CANADIAN WHISKY","011848","Bowman's Canadian 1.75L","16.95","2.00","14.95","8.54"
"CANADIAN WHISKY","012308","Canadian Hunter 1.75L","18.90","2.00","16.90","9.66"
"CANADIAN WHISKY","010890","Forty Creek Barrel Select 750ml","19.95","2.00","17.95","23.93"
"CANADIAN WHISKY","012858","Rich & Rare Reserve Canadian 1.75L","24.90","3.00","21.90","12.51"
"CANADIAN WHISKY","015248","Windsor 1.75L","19.95","2.00","17.95","10.26"
"COCKTAILS (DOMESTIC)","059522","Firefly Pink Lemonade 1.75L","19.95","2.00","17.95","10.26"
"COCKTAILS (DOMESTIC)","059520","Firefly Pink Lemonade 800ml","9.90","1.00","8.90","11.12"
"COCKTAILS (DOMESTIC)","059529","Firefly Southern Lemonade Vodka 1.75L","19.95","2.00","17.95","10.26"
"COCKTAILS (DOMESTIC)","059533","Firefly Sweet Tea Vodka And Lemonade 1.75L","19.95","2.00","17.95","10.26"
"COCKTAILS (DOMESTIC)","059531","Firefly Sweet Tea Vodka And Lemonade 800ml","9.90","1.00","8.90","11.12"
"COCKTAILS (DOMESTIC)","058875","Jose Cuervo Golden Margarita 1.75L","23.95","2.05","21.90","12.51"
"COCKTAILS (DOMESTIC)","062061","Kahlua Ready To Drink Original Mudslide 1.75L","18.90","2.00","16.90","9.66"
"COCKTAILS (DOMESTIC)","063528","Salvador's Margarita 1.75L","10.95","2.00","8.95","5.11"
"COCKTAILS (DOMESTIC)","063720","Smirnoff Grand Cosmopolitan PET 1.75L","21.90","3.95","17.95","10.26"
"COCKTAILS (DOMESTIC)","063718","Smirnoff Vodka Mojito PET 1.75L","21.90","3.95","17.95","10.26"
"COCKTAILS (DOMESTIC)","063959","UV Blue Raspberry Lemonade Cocktail 1.75L","16.95","4.00","12.95","7.40"
"COGNAC/ARMAGNAC","047546","Ansac V. S. 750ml","20.95","1.05","19.90","26.53"
"COGNAC/ARMAGNAC","047156","Cles Des Ducs V. S. O. P. - Armagnac 750ml","33.90","2.00","31.90","42.53"
"COGNAC/ARMAGNAC","047833","Courvoisier Exclusif VSOP 750ml","39.90","4.95","34.95","46.60"
"COGNAC/ARMAGNAC","047786","Courvoisier VS 750ml","29.95","2.00","27.95","37.27"
"COGNAC/ARMAGNAC","001989","Courvoisier VS With Flask 750ml","29.95","2.00","27.95","37.27"
"COGNAC/ARMAGNAC","050136","Jacques Cardin Apple Flavored VSOP Cognac 750ml","32.95","6.00","26.95","35.93"
"COGNAC/ARMAGNAC","048276","Jacques Cardin VSOP Cognac 750ml","32.95","6.00","26.95","35.93"
"COGNAC/ARMAGNAC","048360","Kelt VSOP 750ml","56.95","4.00","52.95","70.60"
"COGNAC/ARMAGNAC","048766","Meukow VS Cognac 750ml","27.90","2.10","25.80","34.40"
"COGNAC/ARMAGNAC","049086","Remy Martin 1738 Accord Royal 750ml","49.95","2.50","47.45","63.27"
"COGNAC/ARMAGNAC","049376","Salignac V. S. 750ml","19.95","1.00","18.95","25.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084159","99 Apples 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084170","99 Bananas 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084166","99 Blackberries 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084141","99 Peaches 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","082212","Aristrocrat Peach Schnapps 1.75L","13.95","2.00","11.95","6.83"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","082207","Aristrocrat Tangy Sour Apple Schnapps 1L","7.50","1.00","6.50","6.50"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","072956","Chateau Monet Raspberry 750ml","16.95","1.00","15.95","21.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","073452","Dekuyper Pomegranate 750ml","10.95","2.00","8.95","11.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086112","Dekuyper Triple Sec 1L","7.95","1.00","6.95","6.95"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","082956","Fire Water 750ml","19.90","1.95","17.95","23.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","074086","Godiva 750ml","29.95","2.00","27.95","37.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","074090","Godiva White Chocolate 750ml","29.95","2.00","27.95","37.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","076036","Junior Johnson's Midnight Moon Apple Pie 750ml","21.90","4.00","17.90","23.87"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","075186","Kampai Melon 750ml","9.90","1.00","8.90","11.87"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","076478","PAMA Pomegranate 750ml","22.95","3.00","19.95","26.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086746","Prichard's Sweet Lucy 750ml","29.95","2.00","27.95","37.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","073050","RumChata 750ml","20.95","2.00","18.95","25.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","080456","Ryan's Cream 750ml","11.95","1.00","10.95","14.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086918","Southern Comfort 100 1.75L","38.95","4.00","34.95","19.97"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077482","Tarantula Azul 750ml","21.90","2.00","19.90","26.53"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077542","Tarantula Strawberry 750ml","17.95","4.00","13.95","18.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077788","Tuaca Liquore Italiano 1.75L","49.95","5.00","44.95","25.69"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064000","Absente 750ml","42.90","2.95","39.95","53.27"
