"Description","Code","Brand","Retail Bottle Price","Discount Per Bottle","Sale Bottle Price","Price per Liter"
"STRAIGHT BOURBON WHISKEY","021236","1792 Ridgemont Reserve 750ml","31.95","2.00","29.95","39.93"
"STRAIGHT BOURBON WHISKEY","016538","Ancient Ancient Age 1.75L","24.90","2.00","22.90","13.09"
"STRAIGHT BOURBON WHISKEY","016580","Baker's 750ml","44.95","5.00","39.95","53.27"
"STRAIGHT BOURBON WHISKEY","016850","Blanton Single Barrel 750ml","51.90","3.00","48.90","65.20"
"STRAIGHT BOURBON WHISKEY","017017","Bowman's Bourbon 1L","9.90","1.00","8.90","8.90"
"STRAIGHT BOURBON WHISKEY","017088","Bulleit Bourbon 1.75L","54.90","2.95","51.95","29.69"
"STRAIGHT BOURBON WHISKEY","017516","Corner Creek Reserve Bourbon Whiskey 750ml","27.90","3.00","24.90","33.20"
"STRAIGHT BOURBON WHISKEY","017836","Early Times Bourbon 354 750ml","14.95","2.00","12.95","17.27"
"STRAIGHT BOURBON WHISKEY","018098","Evan Williams 1783 1.75L","26.95","2.00","24.95","14.26"
"STRAIGHT BOURBON WHISKEY","018048","Evan Williams Green 1.75L","19.95","2.00","17.95","10.26"
"STRAIGHT BOURBON WHISKEY","018276","Fighting Cock 750ml","17.70","1.00","16.70","22.27"
"STRAIGHT BOURBON WHISKEY","018348","Four Roses Small Batch Bourbon 750ml","32.95","5.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","018928","J.T.S. Brown 1.75L","17.70","2.00","15.70","8.97"
"STRAIGHT BOURBON WHISKEY","019006","Jefferson Reserve 750ml","49.95","3.00","46.95","62.60"
"STRAIGHT BOURBON WHISKEY","019112","Jim Beam Devil's Cut 750ml","25.95","2.00","23.95","31.93"
"STRAIGHT BOURBON WHISKEY","016708","Jim Beam's Choice 1.75L","34.95","2.00","32.95","18.83"
"STRAIGHT BOURBON WHISKEY","019226","Knob Creek 750ml","34.95","4.00","30.95","41.27"
"STRAIGHT BOURBON WHISKEY","019638","Mattingly & Moore 1.75L","18.75","2.00","16.75","9.57"
"STRAIGHT BOURBON WHISKEY","020116","Old Grand Dad 114 750ml","22.95","2.00","20.95","27.93"
"STRAIGHT BOURBON WHISKEY","027551","Red Stag 1.75L","37.95","3.00","34.95","19.97"
"STRAIGHT BOURBON WHISKEY","022118","Wild Turkey 80 1.75L","44.95","5.00","39.95","22.83"
"STRAIGHT BOURBON WHISKEY","022121","Wild Turkey 81 750ml","22.95","2.00","20.95","27.93"
"TENNESSEE WHISKEY","026586","Gentleman Jack 750ml","29.95","3.00","26.95","35.93"
"TENNESSEE WHISKEY","026598","George Dickel Cascade Hollow 1.75L","31.95","2.00","29.95","17.11"
"CORN WHISKEY","076032","Junior Johnson's Midnight Moon 750ml","21.90","3.00","18.90","25.20"
"STRAIGHT RYE WHISKEY","027080","(Ri)1 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT RYE WHISKEY","027025","Bulleit Rye 750ml","29.95","1.50","28.45","37.93"
"BLENDED WHISKEY","024458","Kessler 1.75L","19.95","2.00","17.95","10.26"
"BLENDED WHISKEY","025208","Paul Jones 1.75L","14.95","2.00","12.95","7.40"
"BLENDED WHISKEY","077256","Revel Stoke Spiced Whisky 750ml","16.95","2.00","14.95","19.93"
"WHISKEY","027475","Bird Dog Blackberry Flav. Whiskey 750ml","19.95","2.00","17.95","23.93"
"WHISKEY","022175","Wild Turkey Russell Reserve 750ml","32.95","3.00","29.95","39.93"
"GRAPE BRANDY (DOMESTIC)","052316","Christian Brothers Brandy 750ml","11.95","1.45","10.50","14.00"
"GRAPE BRANDY (DOMESTIC)","052806","Korbel Brandy 750ml","11.95","1.00","10.95","14.60"
"GRAPE BRANDY (DOMESTIC)","053206","Paul Masson Grande Amber VSOP 750ml","15.45","1.00","14.45","19.27"
"GRAPE BRANDY (DOMESTIC)","052166","The Christian Brothers X.O. 750ml","15.90","1.95","13.95","18.60"
"BRANDY IMPORTED","065906","Metaxa 5 Star 750ml","21.90","1.10","20.80","27.73"
"BRANDY IMPORTED","050526","Raynal Napoleon VSOP 750ml","16.90","2.00","14.90","19.87"
"BRANDY IMPORTED","050676","St. Remy X.O. Napoleon Brandy 750ml","15.90","1.00","14.90","19.87"
"CANADIAN WHISKY","011788","Black Velvet Portable 1.75L","20.95","2.50","18.45","10.54"
"CANADIAN WHISKY","010628","Canadian Club 1.75L","29.95","3.00","26.95","15.40"
"CANADIAN WHISKY","010846","Canadian Club Classic 12 YR 750ml","19.95","2.00","17.95","23.93"
"CANADIAN WHISKY","012308","Canadian Hunter 1.75L","18.90","2.00","16.90","9.66"
"CANADIAN WHISKY","011058","Canadian MacNaughton 1.75L","19.95","2.50","17.45","9.97"
"CANADIAN WHISKY","011930","Canadian Mist Black Diamond 750ml","14.95","2.00","12.95","17.27"
"CANADIAN WHISKY","011296","Crown Royal 750ml","26.95","2.00","24.95","33.27"
"CANADIAN WHISKY","011366","Crown Royal Special Reserve 750ml","42.90","2.95","39.95","53.27"
"CANADIAN WHISKY","013248","Harwood Canadian 1.75L","16.95","2.00","14.95","8.54"
"CANADIAN WHISKY","013638","Lord Calvert 1.75L","19.95","2.00","17.95","10.26"
"CANADIAN WHISKY","012858","Rich & Rare Reserve Canadian 1.75L","24.90","2.00","22.90","13.09"
"CANADIAN WHISKY","011326","Seagram's VO Gold 750ml","19.95","1.00","18.95","25.27"
"COCKTAILS (DOMESTIC)","058801","Captain Morgan Long Island Iced Tea 1.75L","21.90","2.00","19.90","11.37"
"COCKTAILS (DOMESTIC)","058811","Captain Morgan Parrot Bay Mango Mojito 1.75L","21.90","2.00","19.90","11.37"
"COCKTAILS (DOMESTIC)","058872","Jose Cuervo Authentic Light Margarita 1.75L","17.95","2.00","15.95","9.11"
"COCKTAILS (DOMESTIC)","058838","Jose Cuervo Authentic Lime Margaritas PET 1.75L","19.95","2.00","17.95","10.26"
"COCKTAILS (DOMESTIC)","077078","Southern Comfort Lemonade RTP 1.75L","19.95","2.00","17.95","10.26"
"COCKTAILS (DOMESTIC)","063963","UV Pink Lemonade Cocktail 1.75L","14.95","2.00","12.95","7.40"
"COGNAC/ARMAGNAC","047556","Ansac V. S. O. P. 750ml","27.90","2.00","25.90","34.53"
"COGNAC/ARMAGNAC","047833","Courvoisier Exclusif VSOP 750ml","39.90","4.95","34.95","46.60"
"COGNAC/ARMAGNAC","047798","Courvoisier Rose 750ml","29.95","2.00","27.95","37.27"
"COGNAC/ARMAGNAC","047786","Courvoisier VS 750ml","29.95","2.00","27.95","37.27"
"COGNAC/ARMAGNAC","001989","Courvoisier VS With Flask 750ml","29.95","2.00","27.95","37.27"
"COGNAC/ARMAGNAC","050136","Jacques Cardin Apple Flavored VSOP Cognac 750ml","32.95","6.00","26.95","35.93"
"COGNAC/ARMAGNAC","048360","Kelt VSOP 750ml","56.95","4.00","52.95","70.60"
"COGNAC/ARMAGNAC","048766","Meukow VS Cognac 750ml","26.95","2.05","24.90","33.20"
"COGNAC/ARMAGNAC","049188","Remy Martin VSOP 1.75L","89.90","10.00","79.90","45.66"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","073986","Amaretto Di Amore Classico 750ml","12.90","1.20","11.70","15.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","082706","California Butterscotch 750ml","10.95","1.00","9.95","13.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","072948","Catdaddy Carolina Moonshine 750ml","21.90","4.00","17.90","23.87"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","072722","Christian Brothers Honey Liqueur 750ml","11.95","1.50","10.45","13.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","073452","Dekuyper Pomegranate 750ml","10.95","1.00","9.95","13.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","073702","Evan Williams Honey Reserve 750ml","13.95","2.00","11.95","15.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","074086","Godiva 750ml","29.95","2.00","27.95","37.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","074090","Godiva White Chocolate 750ml","29.95","2.00","27.95","37.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","080826","Ice 101 Peppermint 750ml","19.90","1.95","17.95","23.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086670","Jack Daniel Tennessee Honey 750ml","23.95","2.00","21.95","29.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","076036","Junior Johnson's Midnight Moon Apple Pie 750ml","21.90","3.00","18.90","25.20"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","076040","Junior Johnson's Midnight Moon Strawberry 750ml","21.90","3.00","18.90","25.20"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","076478","PAMA Pomegranate 750ml","22.95","3.00","19.95","26.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086886","Southern Comfort 750ml","16.95","2.00","14.95","19.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077074","Southern Comfort Hurricane RTP 1.75L","19.95","2.00","17.95","10.26"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086885","Southern Comfort Pet 750ml","16.95","2.00","14.95","19.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077076","Southern Comfort Sweet Tea RTP 1.75L","19.95","2.00","17.95","10.26"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077532","Trader Vic's Chocolate Liqueur 750ml","19.95","3.00","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","080505","Tres Leches Cream Liqueur 750ml","19.95","2.00","17.95","23.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077753","Whipped Lightning Strawberry Love 375ml","11.00","1.05","9.95","26.53"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064000","Absente 750ml","42.90","2.95","39.95","53.27"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064196","Amaretto Di Sabroso 750ml","8.95","1.20","7.75","10.33"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","068022","Bailey's Caramel Irish Cream 750ml","25.95","1.30","24.65","32.87"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","068043","Bailey's Coffee 750ml","25.95","1.30","24.65","32.87"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","068036","Bailey's Original Irish Cream 750ml","25.95","1.30","24.65","32.87"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064356","Barenjager 750ml","29.95","2.00","27.95","37.27"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","068128","Carolan's Irish Cream 1.75L","27.90","2.00","25.90","14.80"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","067426","Copa De Oro Coffee 750ml","9.90","1.95","7.95","10.60"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064136","Di Saronno Amaretto 750ml","30.45","2.00","28.45","37.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064960","Everglo Liqueur 750ml","24.90","3.00","21.90","29.20"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064866","Fireball Cinnamon Whiskey 750ml","15.90","2.00","13.90","18.53"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","065195","Hpnotiq Liqueur 750ml","22.95","3.00","19.95","26.60"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","067586","Kapali Coffee 750ml","9.90","1.00","8.90","11.87"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","065943","Meukow Vanilla Cognac 750ml","27.90","2.10","25.80","34.40"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","066058","NV ABsinthe Verte By La Fee 750ml","19.95","2.00","17.95","23.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","066145","Pallini Lemoncello 750ml","25.95","2.00","23.95","31.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","067595","Patron XO Cafe 750ml","27.90","3.00","24.90","33.20"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","066160","Pitu Aguardente Cachaca 1L","19.95","2.00","17.95","17.95"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","066836","St. Germain Liqueur 750ml","37.90","2.95","34.95","46.60"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","065200","Tequila Rose PET 750ml","19.95","2.00","17.95","23.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","067192","X-Rated Fusion 750ml","27.90","2.95","24.95","33.27"
"GIN (DOMESTIC)","029410","Bluecoat Gin 750ml","26.95","2.00","24.95","33.27"
"GIN (IMPORTED)","028627","Hendrick's Gin 1L","46.95","3.00","43.95","43.95"
"GIN (IMPORTED)","028716","Pinnacle Gin 750ml","12.90","1.00","11.90","15.87"
"GIN (IMPORTED)","028886","Tanqueray No. 10 750ml","34.95","2.00","32.95","43.93"
"IRISH WHISKEY","015627","Jameson Irish 1L","34.90","2.00","32.90","32.90"
"IRISH WHISKEY","015670","John L Sullivan Irish Whiskey 750ml","25.95","2.00","23.95","31.93"
"IRISH WHISKEY","015915","Tullamore Dew 12 Irish 750ml","39.90","2.95","36.95","49.27"
"IRISH WHISKEY","015930","Tyrconnell 750ml","25.40","3.00","22.40","29.87"
"MIXERS (NON ALCOHOLIC)","996167","Major Peter's Bloody Mary Mix 1L","4.25","0.50","3.75","3.75"
"MIXERS (NON ALCOHOLIC)","996059","Mr. & Mrs. T's Bloody Mary 1L","4.45","0.50","3.95","3.95"
"MIXERS (NON ALCOHOLIC)","996058","Mr. & Mrs. T's Bold & Spicy Bloody Mary 1L","4.45","0.50","3.95","3.95"
"MIXERS (NON ALCOHOLIC)","996053","Mr. & Mrs. T's Mai Tai Cocktail Mix 1L","4.45","0.50","3.95","3.95"
"MIXERS (NON ALCOHOLIC)","996054","Mr. & Mrs. T's Margarita Cocktail Mix 1L","4.45","0.50","3.95","3.95"
"MIXERS (NON ALCOHOLIC)","996052","Mr. & Mrs. T's Sweet & Sour Cocktail Mix 1L","4.45","0.50","3.95","3.95"
"MIXERS (NON ALCOHOLIC)","997318","Tres Agaves Agave Nectar 750ml","9.95","1.00","8.95","11.93"
"RUM (DOMESTIC)","043986","Admiral Nelson Spiced Cherry 1.75L","19.95","4.00","15.95","9.11"
"RUM (DOMESTIC)","043079","Admiral Nelson's Spiced Rum 101 1.75L","24.90","3.95","20.95","11.97"
"RUM (DOMESTIC)","043096","Bacardi Razz 750ml","17.95","2.00","15.95","21.27"
"RUM (DOMESTIC)","043418","Captain Morgan Tattoo Black 750ml","19.95","2.00","17.95","23.93"
"RUM (DOMESTIC)","044546","Cruzan Guava 750ml","13.95","1.00","12.95","17.27"
"RUM (DOMESTIC)","043548","Don Q Cristal Rum 1.75L","25.95","2.00","23.95","13.69"
"RUM (DOMESTIC)","043446","Don Q Gold 750ml","14.95","1.00","13.95","18.60"
"RUM (DOMESTIC)","043846","Ronrico White 750ml","9.90","1.00","8.90","11.87"
"RUM (DOMESTIC)","043816","Ronrico White Traveler 750ml","9.90","1.00","8.90","11.87"
"RUM (DOMESTIC)","043030","Trader Vic's Spiced Rum 1.75L","22.95","2.00","20.95","11.97"
"RUM (DOMESTIC)","045995","Whipped Jack Rum 750ml","11.95","1.00","10.95","14.60"
"RUM (IMPORTED)","044341","Calypso Spiced Rum 1L","13.95","2.00","11.95","11.95"
"RUM (IMPORTED)","043415","Captain Morgan Lime Bite 750ml","20.95","1.05","19.90","26.53"
"RUM (IMPORTED)","043232","Captain Morgan Parrot Bay Key Lime 750ml","13.95","2.00","11.95","15.93"
"RUM (IMPORTED)","043316","Captian Morgan's Private Stock 750ml","26.95","1.35","25.60","34.13"
"RUM (IMPORTED)","042656","Flor De Cana Grand Reserve 7yr 750ml","24.90","2.95","21.95","29.27"
"RUM (IMPORTED)","042599","Leblon 750ml","29.95","5.00","24.95","33.27"
"RUM (IMPORTED)","042686","Mount Gay Extra Old 750ml","44.90","2.95","41.95","55.93"
"RUM (IMPORTED)","042744","Oronoco Platinum Rum 750ml","35.95","6.00","29.95","39.93"
"RUM (IMPORTED)","042796","Rhum Barbancourt 5 Star Reserve Speciale 750ml","23.95","2.00","21.95","29.27"
"RUM (IMPORTED)","042777","Ron Zacapa Rum 750ml","44.95","5.00","39.95","53.27"
"SCOTCH WHISKY","004226","Ballantine's 750ml","19.95","2.00","17.95","23.93"
"SCOTCH WHISKY","006797","Bowman's Scotch 1L","11.95","1.00","10.95","10.95"
"SCOTCH WHISKY","004798","Cutty Sark 1.75L","36.90","2.00","34.90","19.94"
"SCOTCH WHISKY","004852","Deanston 12yr 92 Proof 750ml","49.95","3.00","46.95","62.60"
"SCOTCH WHISKY","007790","Grand MacNish 1.75L","21.90","2.00","19.90","11.37"
"SCOTCH WHISKY","008208","House Of Stuart 1.75L","18.50","2.00","16.50","9.43"
"SCOTCH WHISKY","008348","Inver House 1.75L","20.95","2.40","18.55","10.60"
"SCOTCH WHISKY","005326","Johnnie Walker Black 750ml","39.90","2.95","36.95","49.27"
"SCOTCH WHISKY","005445","Laphroaig Single Malt 750ml","54.90","4.95","49.95","66.60"
"SCOTCH WHISKY","005606","Mcclelland's Islay 750ml","26.95","3.00","23.95","31.93"
"SCOTCH WHISKY","006206","Talisker Single Malt 750ml","70.95","4.00","66.95","89.27"
"SCOTCH WHISKY","004558","The Black Grouse 1.75L","54.90","3.00","51.90","29.66"
"SPECIALTY BOTTLES   (DOMESTIC)","000452","Knob Creek Holiday Gift Set 750ml","33.90","2.95","30.95","41.27"
"SPECIALTY BOTTLES (IMPORTED)","002829","Courvoisier VS With Decanter 750ml","29.95","2.00","27.95","37.27"
"SPECIALTY BOTTLES (IMPORTED)","003201","Rose With Glasses 750ml","29.95","2.00","27.95","37.27"
"TEQUILA","087250","Cabo Wabo  Blanco 750ml","34.95","2.00","32.95","43.93"
"TEQUILA","089136","Cabo Wabo Anejo 750ml","44.95","3.00","41.95","55.93"
"TEQUILA","087380","Corazon Blanco Tequila 750ml","29.95","3.00","26.95","35.93"
"TEQUILA","089154","Don Julio Reposado 750ml","54.90","2.95","51.95","69.27"
"TEQUILA","087516","El Charro Tequila Silver 750ml","18.90","1.00","17.90","23.87"
"TEQUILA","089278","El Jimador Reposado Tequila 750ml","22.95","3.00","19.95","26.60"
"TEQUILA","089286","Espolon Reposado 750ml","25.95","2.00","23.95","31.93"
"TEQUILA","089079","Gran Centenario Azul Reposado 750ml","19.95","2.00","17.95","23.93"
"TEQUILA","003656","Herradura Anejo Tequila 750ml","49.95","5.00","44.95","59.93"
"TEQUILA","089475","Lunazul Anejo 750ml","21.90","3.00","18.90","25.20"
"TEQUILA","088018","Lunazul Blanco Tequila 750ml","19.95","2.00","17.95","23.93"
"TEQUILA","089496","Margaritaville Gold Tequila 750ml","15.90","2.00","13.90","18.53"
"TEQUILA","089590","Milagro Select Barrel Reserve Reposado Tequila 750ml","54.90","4.95","49.95","66.60"
"TEQUILA","088120","Milagro Select Barrel Reserve Silver Tequila 750ml","49.95","5.00","44.95","59.93"
"TEQUILA","088148","Montezuma Tequila White 1.75L","24.90","2.00","22.90","13.09"
"TEQUILA","089796","Sauza Conmemorativo 750ml","24.90","1.95","22.95","30.60"
"TEQUILA","088548","Sauza Hornitos Plata 750ml","24.90","2.00","22.90","30.53"
"TEQUILA","088566","Sauza Tres Generaciones Plata 750ml","39.90","4.00","35.90","47.87"
"TEQUILA","089889","Tres Agaves Reposado 750ml","37.95","3.00","34.95","46.60"
"TEQUILA","089946","Two Fingers - Gold 750ml","14.95","1.00","13.95","18.60"
"VODKA (DOMESTIC)","038169","360 Vodka 750ml","15.90","1.95","13.95","18.60"
"VODKA (DOMESTIC)","039175","Burnett's 100 Proof Vodka 1.75L","19.95","2.00","17.95","10.26"
"VODKA (DOMESTIC)","041312","Burnett's Coconut Vodka 1.75L","15.90","2.00","13.90","7.94"
"VODKA (DOMESTIC)","035785","Cupcake Vodka Original 750ml","17.95","2.00","15.95","21.27"
"VODKA (DOMESTIC)","035800","Dirty Karma Organic Vodka 750ml","18.90","1.00","17.90","23.87"
"VODKA (DOMESTIC)","035948","Fleischmann's Royal Vodka 1.75L","12.90","2.40","10.50","6.00"
"VODKA (DOMESTIC)","037002","Naked Jay Vodka 750ml","14.95","2.00","12.95","17.27"
"VODKA (DOMESTIC)","037526","Prairie Organic Vodka 750ml","20.95","2.00","18.95","25.27"
"VODKA (DOMESTIC)","037586","Rain Organic Vodka 750ml","19.95","2.00","17.95","23.93"
