"Description","Code","Brand","Retail Bottle Price","Discount Per Bottle","Sale Bottle Price","Price per Liter"
"STRAIGHT BOURBON WHISKEY","016518","Ancient Age 1.75L","22.95","2.00","20.95","11.97"
"STRAIGHT BOURBON WHISKEY","016676","Basil Hayden's 750ml","41.95","3.00","38.95","51.93"
"STRAIGHT BOURBON WHISKEY","021482","Benchmark Bourbon #8 1.75L","19.95","2.00","17.95","10.26"
"STRAIGHT BOURBON WHISKEY","017946","Elmer T Lee Bourbon 750ml","29.95","3.00","26.95","35.93"
"STRAIGHT BOURBON WHISKEY","017958","Evan Williams Black 1.75L","25.95","2.00","23.95","13.69"
"STRAIGHT BOURBON WHISKEY","018196","Ezra Brooks 750ml","11.95","1.00","10.95","14.60"
"STRAIGHT BOURBON WHISKEY","018352","Four Roses Bourbon 750ml","18.90","3.00","15.90","21.20"
"STRAIGHT BOURBON WHISKEY","018350","Four Roses Single Barrel Bourbon 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT BOURBON WHISKEY","018656","Henry McKenna Single Barrel 750ml","26.95","3.00","23.95","31.93"
"STRAIGHT BOURBON WHISKEY","016708","Jim Beam's Choice 1.75L","35.95","2.00","33.95","19.40"
"STRAIGHT BOURBON WHISKEY","018856","Larceny Bourbon 750ml","27.90","3.00","24.90","33.20"
"STRAIGHT BOURBON WHISKEY","019436","Lexington 750ml","29.95","4.00","25.95","34.60"
"STRAIGHT BOURBON WHISKEY","020908","Old 1889 Brand 1.75L","17.95","2.00","15.95","9.11"
"STRAIGHT BOURBON WHISKEY","020368","Old Forester 1.75L","33.90","3.00","30.90","17.66"
"STRAIGHT BOURBON WHISKEY","021206","Rebel Yell 750ml","14.95","2.05","12.90","17.20"
"STRAIGHT BOURBON WHISKEY","027544","Red Stag 750ml","18.90","2.00","16.90","22.53"
"STRAIGHT BOURBON WHISKEY","027577","Red Stag Honey Tea 750ml","18.90","2.00","16.90","22.53"
"STRAIGHT BOURBON WHISKEY","027582","Red Stag Spiced with Cinnamon 750ml","18.90","2.00","16.90","22.53"
"TENNESSEE WHISKEY","026658","George Dickel #12 1.75L","42.90","3.00","39.90","22.80"
"TENNESSEE WHISKEY","026828","Jack Daniel's 7 Black 1.75L","49.95","5.00","44.95","25.69"
"TENNESSEE WHISKEY","086673","Jack Daniel's Tennessee Honey 1.75L","49.95","5.00","44.95","25.69"
"BOTTLED IN BOND RYE WHISKEY","027102","Templeton Rye Whiskey 750ml","41.90","2.10","39.80","53.07"
"MOONSHINE","027503","Georgia Moon Peach Fruit Jar 750ml","12.90","1.00","11.90","15.87"
"MOONSHINE","076032","Junior Johnson's Midnight Moon 750ml","21.90","3.00","18.90","25.20"
"MOONSHINE","076036","Junior Johnson's Midnight Moon Apple Pie 750ml","21.90","2.00","19.90","26.53"
"MOONSHINE","076042","Junior Johnson's Midnight Moon Blackberry 750ml","21.90","2.00","19.90","26.53"
"MOONSHINE","076044","Junior Johnson's Midnight Moon Blueberry 750ml","21.90","2.00","19.90","26.53"
"MOONSHINE","076038","Junior Johnson's Midnight Moon Cherry 750ml","21.90","2.00","19.90","26.53"
"MOONSHINE","076046","Junior Johnson's Midnight Moon Cranberry 750ml","21.90","2.00","19.90","26.53"
"MOONSHINE","076040","Junior Johnson's Midnight Moon Strawberry 750ml","21.90","2.00","19.90","26.53"
"BLENDED WHISKEY","027434","Bird Dog Peach 750ml","17.95","2.00","15.95","21.27"
"BLENDED WHISKEY","023708","Fleischmann's Preferred 1.75L","15.90","2.00","13.90","7.94"
"WHISKEY","073695","Early Times Fire Eater 750ml","15.90","3.00","12.90","17.20"
"WHISKEY","073715","Evan Williams Cherry Reserve 750ml","13.95","2.00","11.95","15.93"
"WHISKEY","027410","Jim Beam Honey 750ml","18.90","2.00","16.90","22.53"
"WHISKEY","019032","Jim Beam Jacob's Ghost 750ml","23.95","2.05","21.90","29.20"
"WHISKEY","027626","Whitetail Whiskey 750ml","17.95","2.00","15.95","21.27"
"GRAPE BRANDY (DOMESTIC)","052136","Christian Brothers Frost 750ml","12.45","1.50","10.95","14.60"
"GRAPE BRANDY (DOMESTIC)","052186","Christian Brothers Grand Reserve 750ml","13.45","1.50","11.95","15.93"
"GRAPE BRANDY (DOMESTIC)","052376","Coronet V.S.Q. 750 750ml","11.95","2.00","9.95","13.27"
