"Description","Code","Brand","Retail Bottle Price","Discount Per Bottle","Sale Bottle Price","Price per Liter"
"STRAIGHT BOURBON WHISKEY","021236","1792 Ridgemont Reserve 750ml","31.95","2.00","29.95","39.93"
"STRAIGHT BOURBON WHISKEY","016538","Ancient Ancient Age 1.75L","24.90","2.00","22.90","13.09"
"STRAIGHT BOURBON WHISKEY","016580","Baker's 750ml","44.95","5.00","39.95","53.27"
"STRAIGHT BOURBON WHISKEY","016850","Blanton Single Barrel 750ml","51.90","3.00","48.90","65.20"
"STRAIGHT BOURBON WHISKEY","017766","Eagle Rare Single Brl Bourbon 10 Yr 750ml","26.95","2.00","24.95","33.27"
"STRAIGHT BOURBON WHISKEY","017836","Early Times Bourbon 354 750ml","14.95","2.00","12.95","17.27"
"STRAIGHT BOURBON WHISKEY","017920","Elijah Craig 18 Yr 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT BOURBON WHISKEY","017916","Elijah Craig 750ml","23.95","1.50","22.45","29.93"
"STRAIGHT BOURBON WHISKEY","018098","Evan Williams 1783 1.75L","26.95","2.00","24.95","14.26"
"STRAIGHT BOURBON WHISKEY","018048","Evan Williams Green 1.75L","19.95","2.00","17.95","10.26"
"STRAIGHT BOURBON WHISKEY","018120","Evan Williams Single Barrel 750ml","25.95","2.00","23.95","31.93"
"STRAIGHT BOURBON WHISKEY","018276","Fighting Cock 750ml","17.70","1.00","16.70","22.27"
"STRAIGHT BOURBON WHISKEY","018348","Four Roses Small Batch Bourbon 750ml","32.95","5.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","018568","Henry McKenna 1.75L","23.95","4.00","19.95","11.40"
"STRAIGHT BOURBON WHISKEY","019006","Jefferson Reserve 750ml","49.95","3.00","46.95","62.60"
"STRAIGHT BOURBON WHISKEY","016708","Jim Beam's Choice 1.75L","34.95","2.00","32.95","18.83"
"STRAIGHT BOURBON WHISKEY","019638","Mattingly & Moore 1.75L","18.75","2.00","16.75","9.57"
"STRAIGHT BOURBON WHISKEY","021206","Rebel Yell 750ml","14.95","2.00","12.95","17.27"
"STRAIGHT BOURBON WHISKEY","021758","Virginia Gentleman 1.75L","24.90","2.00","22.90","13.09"
"STRAIGHT BOURBON WHISKEY","022123","Wild Turkey 1.75L","44.95","3.00","41.95","23.97"
"STRAIGHT BOURBON WHISKEY","022118","Wild Turkey 80 1.75L","44.95","3.00","41.95","23.97"
"TENNESSEE WHISKEY","026586","Gentleman Jack 750ml","29.95","3.00","26.95","35.93"
"STRAIGHT RYE WHISKEY","027126","Wild Turkey Russell's Reserve Rye 750ml","32.95","2.00","30.95","41.27"
"BLENDED WHISKEY","027470","Bernheim Original Wheat Whiskey 750ml","24.90","3.00","21.90","29.20"
"BLENDED WHISKEY","024458","Kessler 1.75L","19.95","2.00","17.95","10.26"
"WHISKEY","027475","Bird Dog Blackberry Flav. Whiskey 750ml","19.95","1.00","18.95","25.27"
"WHISKEY","022175","Wild Turkey Russell Reserve 750ml","32.95","2.00","30.95","41.27"
"GRAPE BRANDY (DOMESTIC)","052316","Christian Brothers Brandy 750ml","11.95","1.45","10.50","14.00"
"GRAPE BRANDY (DOMESTIC)","053206","Paul Masson Grande Amber VSOP 750ml","15.45","1.00","14.45","19.27"
"GRAPE BRANDY (DOMESTIC)","052166","The Christian Brothers X.O. 750ml","15.90","1.95","13.95","18.60"
"APPLE BRANDY","053634","Carriage House Apple Brandy 750ml","25.95","3.00","22.95","30.60"
"BRANDY IMPORTED","051036","Asbach Uralt Brandy 750ml","29.95","2.00","27.95","37.27"
"BRANDY IMPORTED","065906","Metaxa 5 Star 750ml","21.90","1.10","20.80","27.73"
"BRANDY IMPORTED","050676","St. Remy X.O. Napoleon Brandy 750ml","15.90","1.00","14.90","19.87"
"CANADIAN WHISKY","011788","Black Velvet Portable 1.75L","20.95","2.50","18.45","10.54"
"CANADIAN WHISKY","010846","Canadian Club Classic 12 YR 750ml","19.95","2.00","17.95","23.93"
"CANADIAN WHISKY","012308","Canadian Hunter 1.75L","18.90","2.00","16.90","9.66"
"CANADIAN WHISKY","011058","Canadian MacNaughton 1.75L","19.95","2.50","17.45","9.97"
"CANADIAN WHISKY","011930","Canadian Mist Black Diamond 750ml","14.95","2.00","12.95","17.27"
"CANADIAN WHISKY","011296","Crown Royal 750ml","26.95","2.00","24.95","33.27"
"CANADIAN WHISKY","013638","Lord Calvert 1.75L","19.95","2.00","17.95","10.26"
"CANADIAN WHISKY","011326","Seagram's VO Gold 750ml","19.95","1.00","18.95","25.27"
"COCKTAILS (DOMESTIC)","057110","Burnett's Margarita Cocktail 1.75L","12.90","3.00","9.90","5.66"
"COCKTAILS (DOMESTIC)","057125","Chi Chi Gold Margarita 1.75L","12.90","2.00","10.90","6.23"
"COCKTAILS (DOMESTIC)","057122","Chi Chi's Mango Margarita 1.75L","12.90","2.00","10.90","6.23"
"COCKTAILS (DOMESTIC)","057148","Chi-Chi's Margarita 1.75L","12.90","2.00","10.90","6.23"
"COCKTAILS (DOMESTIC)","057144","Chi-Chi's White Russian 1.75L","12.90","2.00","10.90","6.23"
"COCKTAILS (DOMESTIC)","058825","Cruzan Mojito Cocktail Cube 1.75L","14.95","2.00","12.95","7.40"
"COCKTAILS (DOMESTIC)","059620","Gosling's Rum Swizzle 1.75L","19.95","2.00","17.95","10.26"
"COCKTAILS (DOMESTIC)","077078","Southern Comfort Lemonade RTP 1.75L","19.95","2.00","17.95","10.26"
"COCKTAILS (DOMESTIC)","063963","UV Pink Lemonade Cocktail 1.75L","16.95","4.00","12.95","7.40"
"COCKTAILS (IMPORTED)","063509","Sauza Strawberry Margarita Cocktail Cube 1.75L","14.95","2.00","12.95","7.40"
"COGNAC/ARMAGNAC","050136","Jacques Cardin Apple Flavored VSOP Cognac 750ml","32.95","6.00","26.95","35.93"
"COGNAC/ARMAGNAC","048766","Meukow VS Cognac 750ml","27.90","2.10","25.80","34.40"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","082706","California Butterscotch 750ml","10.95","1.00","9.95","13.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","072722","Christian Brothers Honey Liqueur 750ml","13.45","1.50","11.95","15.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","073496","Dekuyper Amaretto Signature 750ml","10.95","1.00","9.95","13.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","085526","Dekuyper Blue Curacao 750ml","10.95","1.00","9.95","13.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","073452","Dekuyper Pomegranate 750ml","10.95","2.00","8.95","11.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086112","Dekuyper Triple Sec 1L","7.95","1.00","6.95","6.95"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","073702","Evan Williams Honey Reserve 750ml","13.95","2.00","11.95","15.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086670","Jack Daniel Tennessee Honey 750ml","23.95","2.00","21.95","29.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","075876","Margaritaville Island Lime 750ml","15.90","2.00","13.90","18.53"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086746","Prichard's Sweet Lucy 750ml","29.95","2.00","27.95","37.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086886","Southern Comfort 750ml","16.95","2.00","14.95","19.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077074","Southern Comfort Hurricane RTP 1.75L","19.95","2.00","17.95","10.26"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086885","Southern Comfort Pet 750ml","16.95","2.00","14.95","19.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077076","Southern Comfort Sweet Tea RTP 1.75L","19.95","2.00","17.95","10.26"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086787","Southern Host 1L","12.90","1.50","11.40","11.40"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077542","Tarantula Strawberry 750ml","17.95","4.00","13.95","18.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077779","Wild Turkey American Honey 1.75L","49.95","5.00","44.95","25.69"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","067866","Amarula Cream Liqueur 750ml","25.95","4.00","21.95","29.27"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064148","Aperol 750ml","25.95","2.00","23.95","31.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","068022","Bailey's Caramel Irish Cream 750ml","25.95","1.30","24.65","32.87"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064607","Cachaca 51 1L","19.95","1.00","18.95","18.95"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","067426","Copa De Oro Coffee 750ml","9.90","1.00","8.90","11.87"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064960","Everglo Liqueur 750ml","24.90","3.00","21.90","29.20"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","066160","Pitu Aguardente Cachaca 1L","19.95","2.00","17.95","17.95"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","067760","Stirrings Espresso Liqueur 750ml","11.95","2.05","9.90","13.20"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","066865","Stirrings Triple Sec Liqueur 750ml","11.95","2.05","9.90","13.20"
"GIN (DOMESTIC)","029568","Burnett's Gin 1.75L","17.95","2.00","15.95","9.11"
"GIN (IMPORTED)","028350","Broker's Gin 750ml","19.00","2.00","17.00","22.67"
"GIN (IMPORTED)","028406","Citadelle Gin 750ml","19.95","2.00","17.95","23.93"
"GIN (IMPORTED)","028716","Pinnacle Gin 750ml","12.90","1.00","11.90","15.87"
"IRISH WHISKEY","015778","Old Bushmills 1.75L","49.95","3.00","46.95","26.83"
"MIXERS (NON ALCOHOLIC)","996167","Major Peter's Bloody Mary Mix 1L","4.25","0.50","3.75","3.75"
"MIXERS (NON ALCOHOLIC)","996163","Major Peter's Hot & Spicy Bloody Mary Mix 1L","4.25","0.50","3.75","3.75"
"MIXERS (NON ALCOHOLIC)","997094","Malibu Pina Colada Mix 1.75L","9.95","1.00","8.95","5.11"
"MIXERS (NON ALCOHOLIC)","996033","Margaritaville Margarita 1.75L","8.45","0.50","7.95","4.54"
"MIXERS (NON ALCOHOLIC)","997213","Master Of Mixes Big Bucket Margarita Mix 96oz","6.95","1.00","5.95","2.10"
"MIXERS (NON ALCOHOLIC)","997187","Master Of Mixes Margarita 1.75L","6.65","0.70","5.95","3.40"
"MIXERS (NON ALCOHOLIC)","997306","Master Of Mixes Margarita Lite 1.75L","6.65","0.70","5.95","3.40"
"MIXERS (NON ALCOHOLIC)","997189","Master Of Mixes Strawberry Daiquiri 1.75L","6.65","0.70","5.95","3.40"
"MIXERS (NON ALCOHOLIC)","997188","Master Of Mixes Sweet & Sour 1.75L","6.65","0.70","5.95","3.40"
"MIXERS (NON ALCOHOLIC)","996059","Mr. & Mrs. T's Bloody Mary 1L","4.45","0.50","3.95","3.95"
"MIXERS (NON ALCOHOLIC)","996058","Mr. & Mrs. T's Bold & Spicy Bloody Mary 1L","4.45","0.50","3.95","3.95"
"MIXERS (NON ALCOHOLIC)","996053","Mr. & Mrs. T's Mai Tai Cocktail Mix 1L","4.45","0.50","3.95","3.95"
"MIXERS (NON ALCOHOLIC)","996054","Mr. & Mrs. T's Margarita Cocktail Mix 1L","4.45","0.50","3.95","3.95"
"MIXERS (NON ALCOHOLIC)","996052","Mr. & Mrs. T's Sweet & Sour Cocktail Mix 1L","4.45","0.50","3.95","3.95"
"MIXERS (NON ALCOHOLIC)","996408","Phantastic Margarita Mix 1L","4.90","0.45","4.45","4.45"
"MIXERS (NON ALCOHOLIC)","997318","Tres Agaves Agave Nectar 750ml","9.95","1.00","8.95","11.93"
"RUM (DOMESTIC)","043028","Admiral Nelson's Spiced Rum 1.75L","21.90","3.95","17.95","10.26"
"RUM (DOMESTIC)","044258","Blackheart Spiced Rum 750ml","14.95","2.00","12.95","17.27"
"RUM (DOMESTIC)","046093","Cabana Bay Pineapple Coconut Rum 750ml","11.95","1.00","10.95","14.60"
"RUM (DOMESTIC)","043219","Captain Morgan's Parrot Bay Orange 750ml","13.95","2.00","11.95","15.93"
"RUM (DOMESTIC)","044350","Cherry Jack Rum 750ml","11.95","2.00","9.95","13.27"
"RUM (DOMESTIC)","044410","Coconut Jack 750ml","11.95","2.00","9.95","13.27"
"RUM (DOMESTIC)","044486","Cruzan Aged Dark 750ml","14.95","1.00","13.95","18.60"
"RUM (DOMESTIC)","044518","Cruzan Aged Light 1.75L","25.95","2.00","23.95","13.69"
"RUM (DOMESTIC)","003064","Cruzan Coconut With Hurricane Glass 750ml","13.95","1.00","12.95","17.27"
"RUM (DOMESTIC)","044546","Cruzan Guava 750ml","13.95","2.00","11.95","15.93"
"RUM (DOMESTIC)","044456","Cruzan Raspberry 750ml","13.95","1.00","12.95","17.27"
"RUM (DOMESTIC)","043461","Don Q Mojito Rum 750ml","15.90","1.00","14.90","19.87"
"RUM (DOMESTIC)","046515","Jose Marti Autentico Mojito 750ml","16.95","1.40","15.55","20.73"
"RUM (DOMESTIC)","043848","Ronrico White 1.75L","19.95","2.00","17.95","10.26"
"RUM (DOMESTIC)","043030","Trader Vic's Spiced Rum 1.75L","22.95","3.00","19.95","11.40"
"RUM (DOMESTIC)","046976","Whaler's Pineapple Paradise 750ml","11.95","2.00","9.95","13.27"
"RUM (IMPORTED)","042936","10 Cane 750ml","29.95","4.00","25.95","34.60"
"RUM (IMPORTED)","042117","Appleton White Jamaica Rum 1L","17.95","1.00","16.95","16.95"
"RUM (IMPORTED)","042568","Black Seal 1.75L","34.95","5.05","29.90","17.09"
"RUM (IMPORTED)","044280","Burnett's White Rum 1.75L","15.90","3.00","12.90","7.37"
"RUM (IMPORTED)","044341","Calypso Spiced Rum 1L","13.95","2.00","11.95","11.95"
"RUM (IMPORTED)","043244","Captain Morgan 100 Proof Original Spice 750ml","20.95","1.05","19.90","26.53"
"RUM (IMPORTED)","043415","Captain Morgan Lime Bite 750ml","20.95","1.05","19.90","26.53"
"RUM (IMPORTED)","043232","Captain Morgan Parrot Bay Key Lime 750ml","13.95","2.00","11.95","15.93"
"RUM (IMPORTED)","043336","Captain Morgan's Spiced 750ml","19.95","1.00","18.95","25.27"
"RUM (IMPORTED)","043285","Captain Morgan's Traveler 750ml","19.95","1.00","18.95","25.27"
"RUM (IMPORTED)","043316","Captian Morgan's Private Stock 750ml","26.95","1.35","25.60","34.13"
"RUM (IMPORTED)","044436","Cruzan Banana 750ml","13.95","1.00","12.95","17.27"
"RUM (IMPORTED)","044476","Cruzan Coconut 750ml","13.95","1.00","12.95","17.27"
"RUM (IMPORTED)","044506","Cruzan Pineapple 750ml","13.95","1.00","12.95","17.27"
"RUM (IMPORTED)","042576","El Dorado 15yr Special Reserve 750ml","44.95","3.20","41.75","55.67"
"RUM (IMPORTED)","042656","Flor De Cana Grand Reserve 7yr 750ml","24.90","4.95","19.95","26.60"
"RUM (IMPORTED)","042686","Mount Gay Extra Old 750ml","44.90","2.95","41.95","55.93"
"RUM (IMPORTED)","042790","Mount Gay Silver Eclipse 750ml","19.95","2.00","17.95","23.93"
"RUM (IMPORTED)","042849","Plantation Grande Reserve 5 Yr. Old 750ml","19.95","2.00","17.95","23.93"
"RUM (IMPORTED)","042776","Rhum Barbancourt Estate Reserve 15 Yr 750ml","41.95","3.00","38.95","51.93"
"RUM (IMPORTED)","043002","Whaler's Killer Coconut Rum 750ml","11.95","2.00","9.95","13.27"
"RUM (IMPORTED)","043020","Whaler's Vanille Rum 750ml","11.95","2.00","9.95","13.27"
"SCOTCH WHISKY","004846","Dalwhinnie Single Malt 750ml","63.90","4.00","59.90","79.87"
"SCOTCH WHISKY","005078","Glenmorangie Astar 750ml","69.90","9.95","59.95","79.93"
"SCOTCH WHISKY","005130","Glenmorangie The Original 10 Yr 1.75L","79.95","10.00","69.95","39.97"
"SCOTCH WHISKY","005248","Highland Park 15 Y.o. 750ml","71.90","4.00","67.90","90.53"
"SCOTCH WHISKY","005250","Highland Park 18 Yr. Single Malt 750ml","104.90","5.40","99.50","132.67"
"SCOTCH WHISKY","005445","Laphroaig Single Malt 750ml","54.90","4.95","49.95","66.60"
"SCOTCH WHISKY","005606","Mcclelland's Islay 750ml","26.95","3.00","23.95","31.93"
"SCOTCH WHISKY","004825","The Dalmore 12 YO 750ml","49.95","5.00","44.95","59.93"
"SCOTCH WHISKY","004938","The Famous Grouse 1.75L","45.90","3.00","42.90","24.51"
"SCOTCH WHISKY","005482","The Macallan 12yr Scotch 1.75L","104.90","6.00","98.90","56.51"
"SCOTCH WHISKY","010348","VAT 69 Gold 1.75L","24.90","2.00","22.90","13.09"
"SPECIALTY BOTTLES (IMPORTED)","001263","Citadelle Vodka Glass Pack 750ml","19.95","2.00","17.95","23.93"
"SPECIALTY BOTTLES (IMPORTED)","003049","Cruzan Light With Pina Colada Mix 1.75L","25.95","2.00","23.95","13.69"
"TEQUILA","087088","Antiguo Blanco 750ml","22.95","3.00","19.95","26.60"
"TEQUILA","087250","Cabo Wabo  Blanco 750ml","34.95","2.00","32.95","43.93"
"TEQUILA","089136","Cabo Wabo Anejo 750ml","44.95","3.00","41.95","55.93"
"TEQUILA","087380","Corazon Blanco Tequila 750ml","29.95","3.00","26.95","35.93"
"TEQUILA","089175","Don Julio Anejo 750ml","59.95","3.00","56.95","75.93"
"TEQUILA","087485","Don Julio Blanco 750ml","49.95","3.00","46.95","62.60"
"TEQUILA","089286","Espolon Reposado 750ml","24.90","1.95","22.95","30.60"
"TEQUILA","089079","Gran Centenario Azul Reposado 750ml","19.95","2.00","17.95","23.93"
"TEQUILA","003656","Herradura Anejo Tequila 750ml","49.95","5.00","44.95","59.93"
"TEQUILA","003657","Herradura Reposado Tequila 750ml","44.95","5.00","39.95","53.27"
"TEQUILA","087408","Jose Cuervo Expecial Silver 750ml","19.95","1.00","18.95","25.27"
"TEQUILA","089475","Lunazul Anejo 750ml","24.90","3.00","21.90","29.20"
"TEQUILA","088018","Lunazul Blanco Tequila 750ml","19.95","2.00","17.95","23.93"
"TEQUILA","089496","Margaritaville Gold Tequila 750ml","15.90","2.00","13.90","18.53"
"TEQUILA","089566","Monte Alban Mezcal 750ml","26.95","2.00","24.95","33.27"
"TEQUILA","088148","Montezuma Tequila White 1.75L","24.90","2.00","22.90","13.09"
"TEQUILA","088536","Sauza Blue Silver 750ml","19.95","2.00","17.95","23.93"
"TEQUILA","089796","Sauza Conmemorativo 750ml","24.90","1.95","22.95","30.60"
"TEQUILA","089788","Sauza Extra Gold 1.75L","34.95","2.00","32.95","18.83"
"TEQUILA","088548","Sauza Hornitos Plata 750ml","24.90","2.00","22.90","30.53"
"TEQUILA","089836","Sauza Hornitos Reposado 750ml","24.90","1.95","22.95","30.60"
"TEQUILA","088558","Sauza Silver 1.75L","34.95","2.00","32.95","18.83"
"TEQUILA","088780","Tres Agaves Blanco 750ml","29.95","2.00","27.95","37.27"
"TEQUILA","088796","Two Fingers - White 750ml","15.50","1.00","14.50","19.33"
"VODKA (DOMESTIC)","038169","360 Vodka 750ml","22.95","3.00","19.95","26.60"
"VODKA (DOMESTIC)","039175","Burnett's 100 Proof Vodka 1.75L","19.95","2.00","17.95","10.26"
"VODKA (DOMESTIC)","041312","Burnett's Coconut Vodka 1.75L","15.90","2.00","13.90","7.94"
"VODKA (DOMESTIC)","035418","Burnett's Vodka 1.75L","15.90","2.00","13.90","7.94"
"VODKA (DOMESTIC)","035734","Deep Run Vodka 750ml","27.90","2.95","24.95","33.27"
"VODKA (DOMESTIC)","035800","Dirty Karma Organic Vodka 750ml","18.90","1.00","17.90","23.87"
"VODKA (DOMESTIC)","036108","Gilbey's Vodka 1.75L","16.95","2.00","14.95","8.54"
"VODKA (DOMESTIC)","037002","Naked Jay Vodka 750ml","14.95","2.00","12.95","17.27"
"VODKA (DOMESTIC)","037586","Rain Organic Vodka 750ml","19.95","2.00","17.95","23.93"
"VODKA (DOMESTIC)","039868","Smirnoff 100 1.75L","29.95","2.00","27.95","15.97"
"VODKA (DOMESTIC)","038115","Teton Glacier Vodka 750ml","19.95","2.00","17.95","23.93"
"VODKA (DOMESTIC)","041034","UV Vodka 103 750ml","14.95","3.00","11.95","15.93"
"VODKA (DOMESTIC)","037336","UV Vodka 750ml","11.90","1.95","9.95","13.27"
"VODKA (IMPORTED)","035759","Chopin Rye Vodka 750ml","31.95","2.00","29.95","39.93"
"VODKA (IMPORTED)","034244","Chopin Vodka 750ml","31.95","2.00","29.95","39.93"
"VODKA (IMPORTED)","034210","Christinia Vodka 750ml","24.90","3.00","21.90","29.20"
