"Description","Code","Brand","Retail Bottle Price","Discount Per Bottle","Sale Bottle Price","Price per Liter"
"STRAIGHT BOURBON WHISKEY","021236","1792 Ridgemont Reserve 750ml","31.95","2.00","29.95","39.93"
"STRAIGHT BOURBON WHISKEY","016538","Ancient Ancient Age 1.75L","24.90","2.00","22.90","13.09"
"STRAIGHT BOURBON WHISKEY","016580","Baker's 750ml","44.95","5.00","39.95","53.27"
"STRAIGHT BOURBON WHISKEY","016676","Basil Hayden's 750ml","39.90","2.95","36.95","49.27"
"STRAIGHT BOURBON WHISKEY","021482","Benchmark Bourbon #8 1.75L","19.95","2.00","17.95","10.26"
"STRAIGHT BOURBON WHISKEY","016850","Blanton Single Barrel 750ml","51.90","3.00","48.90","65.20"
"STRAIGHT BOURBON WHISKEY","016906","Booker's 750ml","59.95","5.00","54.95","73.27"
"STRAIGHT BOURBON WHISKEY","017020","Bowman Brothers 750ml","29.95","2.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","017088","Bulleit Bourbon 1.75L","54.90","2.95","51.95","29.69"
"STRAIGHT BOURBON WHISKEY","017766","Eagle Rare Single Brl Bourbon 10 Yr 750ml","26.95","2.00","24.95","33.27"
"STRAIGHT BOURBON WHISKEY","017836","Early Times Bourbon 354 750ml","14.95","2.00","12.95","17.27"
"STRAIGHT BOURBON WHISKEY","017920","Elijah Craig 18 Yr 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT BOURBON WHISKEY","017916","Elijah Craig 750ml","23.95","1.50","22.45","29.93"
"STRAIGHT BOURBON WHISKEY","018098","Evan Williams 1783 1.75L","26.95","2.00","24.95","14.26"
"STRAIGHT BOURBON WHISKEY","017958","Evan Williams Black 1.75L","24.90","2.00","22.90","13.09"
"STRAIGHT BOURBON WHISKEY","018120","Evan Williams Single Barrel 750ml","25.95","2.00","23.95","31.93"
"STRAIGHT BOURBON WHISKEY","018198","Ezra Brooks 1.75L","24.45","2.00","22.45","12.83"
"STRAIGHT BOURBON WHISKEY","018276","Fighting Cock 750ml","17.70","1.00","16.70","22.27"
"STRAIGHT BOURBON WHISKEY","018348","Four Roses Small Batch Bourbon 750ml","32.95","5.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","000375","Four Roses Small Batch Flask Pack 750ml","32.95","5.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","019006","Jefferson Reserve 750ml","49.95","3.00","46.95","62.60"
"STRAIGHT BOURBON WHISKEY","019068","Jim Beam 1.75L","29.95","2.00","27.95","15.97"
"STRAIGHT BOURBON WHISKEY","019076","Jim Beam 7 Year 750ml","19.95","2.00","17.95","23.93"
"STRAIGHT BOURBON WHISKEY","019028","Jim Beam Black 1.75L","47.95","5.00","42.95","24.54"
"STRAIGHT BOURBON WHISKEY","019228","Knob Creek 1.75L","69.90","9.95","59.95","34.26"
"STRAIGHT BOURBON WHISKEY","019235","Knob Creek Single Barrel Reserve 750ml","43.95","4.00","39.95","53.27"
"STRAIGHT BOURBON WHISKEY","019476","Maker's Mark 750ml","28.95","2.00","26.95","35.93"
"STRAIGHT BOURBON WHISKEY","020116","Old Grand Dad 114 750ml","22.95","2.00","20.95","27.93"
"STRAIGHT BOURBON WHISKEY","020446","Old Grand Dad 86 750ml","17.95","1.00","16.95","22.60"
"STRAIGHT BOURBON WHISKEY","020988","Olde Bourbon 1.75L","18.75","2.00","16.75","9.57"
"STRAIGHT BOURBON WHISKEY","021206","Rebel Yell 750ml","14.95","2.00","12.95","17.27"
"STRAIGHT BOURBON WHISKEY","027544","Red Stag 750ml","18.90","2.00","16.90","22.53"
"STRAIGHT BOURBON WHISKEY","022156","Wild Turkey 101 750ml","24.90","2.00","22.90","30.53"
"STRAIGHT BOURBON WHISKEY","022123","Wild Turkey 81 1.75L","44.95","5.00","39.95","22.83"
"STRAIGHT BOURBON WHISKEY","022166","Wild Turkey Bourbon PET 750ml","24.90","2.00","22.90","30.53"
"STRAIGHT BOURBON WHISKEY","022205","Wild Turkey Rare Breed 750ml","38.95","3.00","35.95","47.93"
"STRAIGHT BOURBON WHISKEY","022213","Woodford Reserve 1.75L","69.90","5.00","64.90","37.09"
"STRAIGHT BOURBON WHISKEY","022216","Woodford Reserve 750ml","34.95","5.00","29.95","39.93"
"TENNESSEE WHISKEY","026589","Gentleman Jack 1.75L","59.95","6.00","53.95","30.83"
"TENNESSEE WHISKEY","026598","George Dickel Cascade Hollow 1.75L","31.95","2.00","29.95","17.11"
"TENNESSEE WHISKEY","026828","Jack Daniel's 7 Black 1.75L","48.90","4.95","43.95","25.11"
"TENNESSEE WHISKEY","026907","Jack Daniel's Single Barrel 1L","54.90","4.95","49.95","49.95"
"TENNESSEE WHISKEY","026906","Jack Daniel's Single Barrel 750ml","45.90","3.95","41.95","55.93"
"CORN WHISKEY","076032","Junior Johnson's Midnight Moon 750ml","21.90","4.00","17.90","23.87"
"STRAIGHT RYE WHISKEY","027080","(Ri)1 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT RYE WHISKEY","027025","Bulleit Rye 750ml","29.95","1.50","28.45","37.93"
"STRAIGHT RYE WHISKEY","027116","Wild Turkey 101 Rye 750ml","24.90","2.00","22.90","30.53"
"BLENDED WHISKEY","027470","Bernheim Original Wheat Whiskey 750ml","24.90","3.00","21.90","29.20"
"BLENDED WHISKEY","024458","Kessler 1.75L","19.95","2.00","17.95","10.26"
"BLENDED WHISKEY","077256","Revel Stoke Spiced Whisky 750ml","16.95","2.00","14.95","19.93"
"WHISKEY","027475","Bird Dog Blackberry Flav. Whiskey 750ml","19.95","1.00","18.95","25.27"
"WHISKEY","017668","Distiller's Pride 1.75L","16.95","2.00","14.95","8.54"
"WHISKEY","017830","Early Times PET 1.75L","21.90","2.00","19.90","11.37"
"WHISKEY","021376","Sam Houston 750ml","29.95","2.00","27.95","37.27"
"WHISKEY","027626","Whitetail Whiskey 750ml","19.95","1.00","18.95","25.27"
"WHISKEY","022175","Wild Turkey Russell Reserve 750ml","32.95","2.00","30.95","41.27"
"GRAPE BRANDY (DOMESTIC)","052316","Christian Brothers Brandy 750ml","11.95","1.45","10.50","14.00"
"GRAPE BRANDY (DOMESTIC)","052806","Korbel Brandy 750ml","11.95","1.00","10.95","14.60"
"GRAPE BRANDY (DOMESTIC)","053206","Paul Masson Grande Amber VSOP 750ml","15.45","1.00","14.45","19.27"
"GRAPE BRANDY (DOMESTIC)","052166","The Christian Brothers X.O. 750ml","15.90","1.95","13.95","18.60"
"APPLE BRANDY","053634","Carriage House Apple Brandy 750ml","25.95","3.00","22.95","30.60"
"BRANDY IMPORTED","051036","Asbach Uralt Brandy 750ml","29.95","2.00","27.95","37.27"
"BRANDY IMPORTED","065906","Metaxa 5 Star 750ml","21.90","1.10","20.80","27.73"
"BRANDY IMPORTED","051506","Presidente Brandy 750ml","18.90","1.95","16.95","22.60"
"BRANDY IMPORTED","050526","Raynal Napoleon VSOP 750ml","15.90","2.00","13.90","18.53"
"BRANDY IMPORTED","050676","St. Remy X.O. Napoleon Brandy 750ml","15.90","1.00","14.90","19.87"
"CANADIAN WHISKY","011788","Black Velvet Portable 1.75L","20.95","2.50","18.45","10.54"
"CANADIAN WHISKY","011586","Black Velvet Reserve 750ml","12.90","2.00","10.90","14.53"
"CANADIAN WHISKY","010628","Canadian Club 1.75L","29.95","3.00","26.95","15.40"
"CANADIAN WHISKY","010846","Canadian Club Classic 12 YR 750ml","19.95","2.00","17.95","23.93"
"CANADIAN WHISKY","010632","Canadian Club Reserve 750ml","17.95","2.00","15.95","21.27"
"CANADIAN WHISKY","011058","Canadian MacNaughton 1.75L","19.95","2.50","17.45","9.97"
"CANADIAN WHISKY","011930","Canadian Mist Black Diamond 750ml","14.95","2.00","12.95","17.27"
"CANADIAN WHISKY","011296","Crown Royal 750ml","26.95","2.00","24.95","33.27"
"CANADIAN WHISKY","010890","Forty Creek Barrel Select 750ml","19.95","2.00","17.95","23.93"
"CANADIAN WHISKY","013248","Harwood Canadian 1.75L","17.95","2.00","15.95","9.11"
"CANADIAN WHISKY","013638","Lord Calvert 1.75L","19.95","2.00","17.95","10.26"
"CANADIAN WHISKY","012888","Rich & Rare 1.75L","16.95","2.00","14.95","8.54"
"CANADIAN WHISKY","012858","Rich & Rare Reserve Canadian 1.75L","24.90","3.00","21.90","12.51"
"CANADIAN WHISKY","011326","Seagram's VO Gold 750ml","19.95","1.00","18.95","25.27"
"COCKTAILS (DOMESTIC)","058801","Captain Morgan Long Island Iced Tea 1.75L","21.90","2.00","19.90","11.37"
"COCKTAILS (DOMESTIC)","058811","Captain Morgan Parrot Bay Mango Mojito 1.75L","21.90","2.00","19.90","11.37"
"COCKTAILS (DOMESTIC)","057129","Chi-Chi's Mexican Mudslide 1.75L","12.90","2.00","10.90","6.23"
"COCKTAILS (DOMESTIC)","059620","Gosling's Rum Swizzle 1.75L","19.95","3.00","16.95","9.69"
"COCKTAILS (DOMESTIC)","058838","Jose Cuervo Authentic Lime Margaritas PET 1.75L","19.95","2.00","17.95","10.26"
"COCKTAILS (DOMESTIC)","058875","Jose Cuervo Golden Margarita 1.75L","23.95","2.05","21.90","12.51"
"COCKTAILS (DOMESTIC)","077078","Southern Comfort Lemonade RTP 1.75L","19.95","2.00","17.95","10.26"
"COCKTAILS (IMPORTED)","059154","1800 RTD 1.75L","23.95","2.00","21.95","12.54"
"COCKTAILS (IMPORTED)","059153","1800 RTD Pomegranate 1.75L","23.95","2.00","21.95","12.54"
"COCKTAILS (IMPORTED)","059160","1800 Ultimate Blueberry RTD 1.75L","23.95","2.00","21.95","12.54"
"COGNAC/ARMAGNAC","047546","Ansac V. S. 750ml","20.95","1.05","19.90","26.53"
"COGNAC/ARMAGNAC","047556","Ansac V. S. O. P. 750ml","27.90","2.00","25.90","34.53"
"COGNAC/ARMAGNAC","047156","Cles Des Ducs V. S. O. P. - Armagnac 750ml","33.90","2.00","31.90","42.53"
"COGNAC/ARMAGNAC","047833","Courvoisier Exclusif VSOP 750ml","39.90","4.95","34.95","46.60"
"COGNAC/ARMAGNAC","047798","Courvoisier Rose 750ml","29.95","2.00","27.95","37.27"
"COGNAC/ARMAGNAC","064795","Courvoisier Rose 750ml","29.95","2.00","27.95","37.27"
"COGNAC/ARMAGNAC","047786","Courvoisier VS 750ml","29.95","2.00","27.95","37.27"
"COGNAC/ARMAGNAC","001989","Courvoisier VS With Flask 750ml","29.95","2.00","27.95","37.27"
"COGNAC/ARMAGNAC","047776","Courvoisier VSOP 750ml","39.90","2.00","37.90","50.53"
"COGNAC/ARMAGNAC","048129","Hennessy X.O. 750ml","184.95","15.00","169.95","226.60"
"COGNAC/ARMAGNAC","048360","Kelt VSOP 750ml","56.95","4.00","52.95","70.60"
"COGNAC/ARMAGNAC","048696","Martell VS 750ml","29.95","4.00","25.95","34.60"
"COGNAC/ARMAGNAC","048766","Meukow VS Cognac 750ml","27.90","2.10","25.80","34.40"
"COGNAC/ARMAGNAC","049186","Remy Martin VSOP 750ml","41.95","2.10","39.85","53.13"
"COGNAC/ARMAGNAC","049156","Remy Martin X.O. Excellence 750ml","149.95","10.00","139.95","186.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084159","99 Apples 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084170","99 Bananas 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084154","99 Black Cherries 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084166","99 Blackberries 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084141","99 Peaches 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084399","99 Whipped Cream 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","082706","California Butterscotch 750ml","10.95","1.00","9.95","13.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","072948","Catdaddy Carolina Moonshine 750ml","21.90","4.00","17.90","23.87"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","072722","Christian Brothers Honey Liqueur 750ml","13.45","1.50","11.95","15.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","073526","DeKuyper Melon 750ml","10.95","1.00","9.95","13.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","082849","Dekuyper Peachtree 1.75L","19.95","2.00","17.95","10.26"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","073456","Dekuyper Razzmatazz 750ml","10.95","1.00","9.95","13.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","082600","Dekuyper Sour Apple Pucker PET 1.75L","19.95","2.00","17.95","10.26"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","073702","Evan Williams Honey Reserve 750ml","13.95","2.00","11.95","15.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","074086","Godiva 750ml","29.95","2.00","27.95","37.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","074090","Godiva White Chocolate 750ml","29.95","2.00","27.95","37.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","082926","Gold Rush 750ml","20.90","2.00","18.90","25.20"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","080826","Ice 101 Peppermint 750ml","19.90","1.95","17.95","23.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086670","Jack Daniel Tennessee Honey 750ml","23.95","2.00","21.95","29.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","075876","Margaritaville Island Lime 750ml","15.90","2.00","13.90","18.53"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","076478","PAMA Pomegranate 750ml","22.95","3.00","19.95","26.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086746","Prichard's Sweet Lucy 750ml","29.95","2.00","27.95","37.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","080456","Ryan's Cream 750ml","11.95","2.00","9.95","13.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086888","Southern Comfort 1.75L","29.95","3.00","26.95","15.40"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077074","Southern Comfort Hurricane RTP 1.75L","19.95","2.00","17.95","10.26"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077076","Southern Comfort Sweet Tea RTP 1.75L","19.95","2.00","17.95","10.26"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086787","Southern Host 1L","12.90","1.50","11.40","11.40"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077482","Tarantula Azul 750ml","21.90","2.00","19.90","26.53"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077488","Tortilla Gold 1.75L","19.95","2.00","17.95","10.26"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077532","Trader Vic's Chocolate Liqueur 750ml","19.95","3.00","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","080505","Tres Leches Cream Liqueur 750ml","19.95","2.00","17.95","23.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077779","Wild Turkey American Honey 1.75L","49.95","5.00","44.95","25.69"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064098","Agavero Orange 750ml","21.90","1.95","19.95","26.60"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064096","Agavero Tequila Liqueur 750ml","32.95","3.00","29.95","39.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","067866","Amarula Cream Liqueur 750ml","25.95","4.00","21.95","29.27"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064148","Aperol 750ml","25.95","2.00","23.95","31.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","068022","Bailey's Caramel Irish Cream 750ml","25.95","2.00","23.95","31.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","068043","Bailey's Coffee 750ml","25.95","4.00","21.95","29.27"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","068028","Bailey's Mint Chocolate Irish Cream 750ml","25.95","2.00","23.95","31.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","068036","Bailey's Original Irish Cream 750ml","25.95","2.00","23.95","31.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064356","Barenjager 750ml","29.95","2.00","27.95","37.27"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064446","Berentzen Appel Liqueur 750ml","21.90","1.95","19.95","26.60"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","068126","Carolan's Irish Cream 750ml","12.90","1.95","10.95","14.60"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064776","Cointreau 750ml","39.90","4.00","35.90","47.87"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","067426","Copa De Oro Coffee 750ml","9.90","1.95","7.95","10.60"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064827","Domaine De Canton 750ml","35.35","5.00","30.35","40.47"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","069666","Dr. McGillicuddy Vanila 750ml","13.95","1.00","12.95","17.27"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064960","Everglo Liqueur 750ml","24.90","3.00","21.90","29.20"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064866","Fireball Cinnamon Whiskey 750ml","15.90","2.00","13.90","18.53"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064996","Frangelico 750ml","26.95","2.00","24.95","33.27"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","065131","Grande Absente Absinthe 750ml","69.90","3.50","66.40","88.53"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","066936","Grangala Triple Orange 750ml","19.95","2.00","17.95","23.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","065170","Harlequin 750ml","19.50","2.55","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","065229","Hpnotiq Harmonie 750ml","22.95","3.00","19.95","26.60"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","065195","Hpnotiq Liqueur 750ml","22.95","3.00","19.95","26.60"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","067556","Kamora Coffee 750ml","11.95","1.00","10.95","14.60"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","067586","Kapali Coffee 750ml","9.90","1.00","8.90","11.87"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","065943","Meukow Vanilla Cognac 750ml","27.90","2.10","25.80","34.40"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","066058","NV Absinthe Verte By La Fee 750ml","24.90","2.00","22.90","30.53"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","066160","Pitu Aguardente Cachaca 1L","19.95","2.00","17.95","17.95"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","066566","Sambuca Basilica 750ml","13.75","1.00","12.75","17.00"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","065200","Tequila Rose PET 750ml","19.95","2.00","17.95","23.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","067159","TY KU Premium Liqueur 750ml","29.95","2.00","27.95","37.27"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","067067","TY KU Premium Soju 750ml","24.90","3.00","21.90","29.20"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","067192","X-Rated Fusion 750ml","27.90","2.95","24.95","33.27"
"GIN (DOMESTIC)","029410","Bluecoat Gin 750ml","26.95","2.00","24.95","33.27"
"GIN (DOMESTIC)","032360","Sunset Hills Gin 750ml","28.95","2.00","26.95","35.93"
"GIN (IMPORTED)","028088","Beefeater Gin 1.75L","41.95","4.05","37.90","21.66"
"GIN (IMPORTED)","028238","Bombay Sapphire 1.75L","51.90","1.95","49.95","28.54"
"GIN (IMPORTED)","028350","Broker's Gin 750ml","19.00","2.00","17.00","22.67"
"GIN (IMPORTED)","028625","Hendrick's Gin 750ml","37.95","3.00","34.95","46.60"
"GIN (IMPORTED)","028716","Pinnacle Gin 750ml","12.90","1.00","11.90","15.87"
"IRISH WHISKEY","015670","John L Sullivan Irish Whiskey 750ml","24.85","1.90","22.95","30.60"
"IRISH WHISKEY","015686","Kilbeggan 750ml","20.95","3.00","17.95","23.93"
