"Description","Code","Brand","Retail Bottle Price","Discount Per Bottle","Sale Bottle Price","Price per Liter"
"STRAIGHT BOURBON WHISKEY","016518","Ancient Age 1.75L","21.90","2.00","19.90","11.37"
"STRAIGHT BOURBON WHISKEY","016538","Ancient Ancient Age 1.75L","24.90","2.00","22.90","13.09"
"STRAIGHT BOURBON WHISKEY","017086","Bulleit Bourbon 750ml","29.95","2.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","017946","Elmer T Lee Bourbon 750ml","28.95","4.00","24.95","33.27"
"STRAIGHT BOURBON WHISKEY","017958","Evan Williams Black 1.75L","25.50","2.00","23.50","13.43"
"STRAIGHT BOURBON WHISKEY","018048","Evan Williams Green 1.75L","19.95","2.00","17.95","10.26"
"STRAIGHT BOURBON WHISKEY","018120","Evan Williams Single Barrel 750ml","26.95","2.00","24.95","33.27"
"STRAIGHT BOURBON WHISKEY","018352","Four Roses Bourbon 750ml","18.90","3.00","15.90","21.20"
"STRAIGHT BOURBON WHISKEY","018350","Four Roses Single Barrel Bourbon 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT BOURBON WHISKEY","018568","Henry McKenna 1.75L","23.95","4.00","19.95","11.40"
"STRAIGHT BOURBON WHISKEY","019009","Jefferson's KY Straight Bourbon 750ml","29.95","2.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","019068","Jim Beam 1.75L","30.90","2.00","28.90","16.51"
"STRAIGHT BOURBON WHISKEY","019112","Jim Beam Devil's Cut 750ml","25.95","2.00","23.95","31.93"
"STRAIGHT BOURBON WHISKEY","017022","John J Bowman 750ml","49.95","3.00","46.95","62.60"
"STRAIGHT BOURBON WHISKEY","019226","Knob Creek 750ml","34.95","4.00","30.95","41.27"
"STRAIGHT BOURBON WHISKEY","018856","Larceny 750ml","27.90","3.00","24.90","33.20"
"STRAIGHT BOURBON WHISKEY","019638","Mattingly & Moore 1.75L","18.90","2.00","16.90","9.66"
"STRAIGHT BOURBON WHISKEY","020368","Old Forester 1.75L","32.95","3.00","29.95","17.11"
"STRAIGHT BOURBON WHISKEY","020448","Old Grand Dad 86 1.75L","34.95","3.00","31.95","18.26"
"STRAIGHT BOURBON WHISKEY","027544","Red Stag 750ml","18.90","2.00","16.90","22.53"
"STRAIGHT BOURBON WHISKEY","022158","Wild Turkey 101 1.75L","44.95","2.25","42.70","24.40"
"STRAIGHT BOURBON WHISKEY","022121","Wild Turkey 81 750ml","19.95","1.00","18.95","25.27"
"STRAIGHT BOURBON WHISKEY","022205","Wild Turkey Rare Breed 750ml","38.95","3.00","35.95","47.93"
"TENNESSEE WHISKEY","026586","Gentleman Jack 750ml","30.90","2.95","27.95","37.27"
"TENNESSEE WHISKEY","026658","George Dickel #12 1.75L","41.95","3.00","38.95","22.26"
"BOTTLED IN BOND WHISKEY","016416","Old Grand Dad 100 750ml","19.95","2.00","17.95","23.93"
"CORN WHISKEY","027317","Southern Corn Whiskey 750ml","31.95","3.00","28.95","38.60"
"STRAIGHT RYE WHISKEY","027052","Jefferson's Rye 750ml","39.90","3.00","36.90","49.20"
"BLENDED WHISKEY","027470","Bernheim Original Wheat Whiskey 750ml","24.90","3.00","21.90","29.20"
"BLENDED WHISKEY","023708","Fleischmann's Preferred 1.75L","15.90","2.40","13.50","7.71"
"WHISKEY","027475","Bird Dog Blackberry Flav. Whiskey 750ml","19.95","2.00","17.95","23.93"
"WHISKEY","073715","Evan Williams Cherry Reserve 750ml","13.95","2.00","11.95","15.93"
"WHISKEY","027626","Whitetail Whiskey 750ml","17.95","2.00","15.95","21.27"
"WHISKEY","022175","Wild Turkey Russell Reserve 750ml","32.95","2.00","30.95","41.27"
"GRAPE BRANDY (DOMESTIC)","052136","Christian Brothers Frost 750ml","11.95","1.45","10.50","14.00"
"GRAPE BRANDY (DOMESTIC)","052186","Christian Brothers Grand Reserve 750ml","12.90","1.40","11.50","15.33"
"GRAPE BRANDY (DOMESTIC)","052376","Coronet V.S.Q. 750 750ml","11.80","1.00","10.80","14.40"
"GRAPE BRANDY (DOMESTIC)","052806","Korbel Brandy 750ml","11.95","1.00","10.95","14.60"
"GRAPE BRANDY (DOMESTIC)","053216","Paul Masson Grande Amber VS 750ml","12.45","1.00","11.45","15.27"
"GRAPE BRANDY (DOMESTIC)","053220","Paul Masson Grande Amber VS Pet 750ml","12.45","1.00","11.45","15.27"
"BRANDY IMPORTED","050526","Raynal Napoleon VSOP 750ml","16.90","2.00","14.90","19.87"
"BRANDY IMPORTED","050686","St. Remy VSOP 750ml","13.50","1.00","12.50","16.67"
"CANADIAN WHISKY","010550","Black Velvet Toasted Caramel 750ml","12.90","2.00","10.90","14.53"
"CANADIAN WHISKY","011848","Bowman's Canadian 1.75L","16.95","2.00","14.95","8.54"
"CANADIAN WHISKY","064593","Canadian Club Dock 57 750ml","18.90","2.00","16.90","22.53"
"CANADIAN WHISKY","012308","Canadian Hunter 1.75L","18.90","2.00","16.90","9.66"
"CANADIAN WHISKY","010890","Forty Creek Barrel Select 750ml","19.95","2.00","17.95","23.93"
"CANADIAN WHISKY","014192","Pendleton Canadian 750ml","24.90","2.00","22.90","30.53"
"CANADIAN WHISKY","012858","Rich & Rare Reserve Canadian 1.75L","24.90","3.00","21.90","12.51"
"CANADIAN WHISKY","015248","Windsor 1.75L","19.95","2.00","17.95","10.26"
"COCKTAILS (DOMESTIC)","059522","Firefly Pink Lemonade 1.75L","17.95","2.00","15.95","9.11"
"COCKTAILS (DOMESTIC)","059533","Firefly Sweet Tea Vodka And Lemonade 1.75L","17.95","2.00","15.95","9.11"
"COGNAC/ARMAGNAC","047546","Ansac V. S. 750ml","21.90","1.95","19.95","26.60"
"COGNAC/ARMAGNAC","047156","Cles Des Ducs V. S. O. P. - Armagnac 750ml","33.90","2.00","31.90","42.53"
"COGNAC/ARMAGNAC","047805","Courvoisier C 750ml","39.90","2.00","37.90","50.53"
"COGNAC/ARMAGNAC","047833","Courvoisier Exclusif VSOP 750ml","39.90","4.95","34.95","46.60"
"COGNAC/ARMAGNAC","047786","Courvoisier VS 750ml","30.90","2.00","28.90","38.53"
"COGNAC/ARMAGNAC","048108","Hennessy VS 1.75L","69.90","4.95","64.95","37.11"
"COGNAC/ARMAGNAC","048360","Kelt VSOP 750ml","56.95","4.00","52.95","70.60"
"COGNAC/ARMAGNAC","048766","Meukow VS Cognac 750ml","26.95","2.05","24.90","33.20"
"COGNAC/ARMAGNAC","049086","Remy Martin 1738 Accord Royal 750ml","49.95","3.00","46.95","62.60"
"COGNAC/ARMAGNAC","049188","Remy Martin VSOP 1.75L","89.90","10.00","79.90","45.66"
"COGNAC/ARMAGNAC","049376","Salignac V. S. 750ml","19.95","1.00","18.95","25.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084159","99 Apples 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084170","99 Bananas 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084166","99 Blackberries 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084141","99 Peaches 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","084399","99 Whipped Cream 750ml","18.90","1.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","082212","Aristrocrat Peach Schnapps 1.75L","13.95","2.00","11.95","6.83"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","082207","Aristrocrat Tangy Sour Apple Schnapps 1L","7.50","1.00","6.50","6.50"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","072948","Catdaddy Carolina Moonshine 750ml","21.90","4.00","17.90","23.87"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","072956","Chateau Monet Raspberry 750ml","16.95","1.00","15.95","21.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","073574","Dekuyper Crave Chocolate Chili 750ml","23.95","2.00","21.95","29.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086112","Dekuyper Triple Sec 1L","7.95","1.00","6.95","6.95"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","073709","Fabrizia Limoncello 750ml","17.95","1.00","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","082956","Fire Water 750ml","19.90","1.95","17.95","23.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","082926","Gold Rush 750ml","19.90","1.95","17.95","23.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","080826","Ice 101 Peppermint 750ml","19.90","2.95","16.95","22.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","076478","PAMA Pomegranate 750ml","22.95","3.00","19.95","26.60"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","080456","Ryan's Cream 750ml","11.95","2.00","9.95","13.27"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","086918","Southern Comfort 100 1.75L","39.90","4.95","34.95","19.97"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077482","Tarantula Azul 750ml","19.95","2.00","17.95","23.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077532","Trader Vic's Chocolate Liqueur 750ml","19.95","2.00","17.95","23.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","080505","Tres Leches Cream Liqueur 750ml","19.95","2.00","17.95","23.93"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077788","Tuaca Liquore Italiano 1.75L","49.95","5.00","44.95","25.69"
"CORDIALS-LIQUEURS-SPECIALTIES (DOMESTIC)","077779","Wild Turkey American Honey 1.75L","49.95","5.00","44.95","25.69"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064000","Absente 750ml","42.90","2.95","39.95","53.27"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","068043","Bailey's Coffee 750ml","25.95","2.00","23.95","31.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","068047","Bailey's Hazelnut 750ml","25.95","2.00","23.95","31.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","068036","Bailey's Original Irish Cream 750ml","25.95","2.00","23.95","31.93"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064356","Barenjager 750ml","29.95","2.00","27.95","37.27"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064446","Berentzen Appel Liqueur 750ml","21.90","1.95","19.95","26.60"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","068126","Carolan's Irish Cream 750ml","12.90","1.95","10.95","14.60"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064666","Celtic Honey Liqueur 750ml","21.90","2.00","19.90","26.53"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064778","Cointreau 1.75L","87.90","9.95","77.95","44.54"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064626","Courvoisier Gold 750ml","29.95","2.00","27.95","37.27"
"CORDIALS-LIQUEURS-SPECIALTIES (IMPORTED)","064138","Di Saronno Amaretto 1.75L","53.95","4.00","49.95","28.54"
