"Description","Code","Brand","Retail Bottle Price","Discount Per Bottle","Sale Bottle Price","Price per Liter"
"STRAIGHT BOURBON WHISKEY","016518","Ancient Age 1.75L","22.95","2.00","20.95","11.97"
"STRAIGHT BOURBON WHISKEY","016906","Booker's 750ml","59.95","5.00","54.95","73.27"
"STRAIGHT BOURBON WHISKEY","017946","Elmer T Lee Bourbon 750ml","29.95","3.00","26.95","35.93"
"STRAIGHT BOURBON WHISKEY","017958","Evan Williams Black 1.75L","25.95","2.00","23.95","13.69"
"STRAIGHT BOURBON WHISKEY","018198","Ezra Brooks 1.75L","24.90","2.45","22.45","12.83"
"STRAIGHT BOURBON WHISKEY","018352","Four Roses Bourbon 750ml","18.90","3.00","15.90","21.20"
"STRAIGHT BOURBON WHISKEY","018350","Four Roses Single Barrel Bourbon 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT BOURBON WHISKEY","019009","Jefferson's KY Straight Bourbon 750ml","29.95","2.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","019068","Jim Beam 1.75L","30.90","2.00","28.90","16.51"
"STRAIGHT BOURBON WHISKEY","019028","Jim Beam Black 1.75L","49.95","5.00","44.95","25.69"
"STRAIGHT BOURBON WHISKEY","019070","Jim Beam PET 1.75L","30.90","2.00","28.90","16.51"
"STRAIGHT BOURBON WHISKEY","017022","John J Bowman 750ml","49.95","3.00","46.95","62.60"
"STRAIGHT BOURBON WHISKEY","019226","Knob Creek 750ml","34.95","4.00","30.95","41.27"
"STRAIGHT BOURBON WHISKEY","019436","Lexington 750ml","29.95","4.00","25.95","34.60"
"STRAIGHT BOURBON WHISKEY","019476","Maker's Mark 750ml","29.95","2.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","020368","Old Forester 1.75L","33.90","3.00","30.90","17.66"
"STRAIGHT BOURBON WHISKEY","020454","Old Grand Dad 750ml","17.95","1.00","16.95","22.60"
"STRAIGHT BOURBON WHISKEY","020988","Olde Bourbon 1.75L","17.95","2.00","15.95","9.11"
"STRAIGHT BOURBON WHISKEY","021348","Sam Clay 1.75L","18.50","2.00","16.50","9.43"
"STRAIGHT BOURBON WHISKEY","022156","Wild Turkey 101 750ml","24.90","2.00","22.90","30.53"
"STRAIGHT BOURBON WHISKEY","022166","Wild Turkey Bourbon PET 750ml","24.90","2.00","22.90","30.53"
"STRAIGHT BOURBON WHISKEY","022205","Wild Turkey Rare Breed 750ml","39.90","2.95","36.95","49.27"
"STRAIGHT BOURBON WHISKEY","022216","Woodford Reserve 750ml","34.95","3.00","31.95","42.60"
"TENNESSEE WHISKEY","026658","George Dickel #12 1.75L","42.90","3.00","39.90","22.80"
"TENNESSEE WHISKEY","026828","Jack Daniel's 7 Black 1.75L","49.95","5.00","44.95","25.69"
"TENNESSEE WHISKEY","086673","Jack Daniel's Tennessee Honey 1.75L","49.95","5.00","44.95","25.69"
"BOTTLED IN BOND RYE WHISKEY","027102","Templeton Rye Whiskey 750ml","41.90","2.10","39.80","53.07"
"BOTTLED IN BOND WHISKEY","016416","Old Grand Dad 100 750ml","19.95","2.00","17.95","23.93"
"STRAIGHT RYE WHISKEY","027080","(Ri)1 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT RYE WHISKEY","027056","Jim Beam Rye 750ml","18.90","1.00","17.90","23.87"
"MOONSHINE","086684","Firefly Apple Pie Mooneshine 750ml","19.95","2.00","17.95","23.93"
"MOONSHINE","086686","Firefly Caramel Moonshine 750ml","19.95","2.00","17.95","23.93"
"MOONSHINE","027503","Georgia Moon Peach Fruit Jar 750ml","12.90","1.00","11.90","15.87"
"MOONSHINE","027317","Southern Corn Whiskey 750ml","31.95","7.00","24.95","33.27"
"BLENDED WHISKEY","027434","Bird Dog Peach 750ml","17.95","2.00","15.95","21.27"
"BLENDED WHISKEY","023708","Fleischmann's Preferred 1.75L","15.90","2.00","13.90","7.94"
"BLENDED WHISKEY","024078","Haller's Reserve 1.75L","15.25","2.00","13.25","7.57"
"WHISKEY","027475","Bird Dog Blackberry Flav. Whiskey 750ml","17.95","2.00","15.95","21.27"
"WHISKEY","073695","Early Times Fire Eater 750ml","15.90","3.00","12.90","17.20"
"WHISKEY","073715","Evan Williams Cherry Reserve 750ml","13.95","2.00","11.95","15.93"
"WHISKEY","021376","Sam Houston 750ml","27.90","2.00","25.90","34.53"
"GRAPE BRANDY (DOMESTIC)","052136","Christian Brothers Frost 750ml","12.45","1.50","10.95","14.60"
"GRAPE BRANDY (DOMESTIC)","052186","Christian Brothers Grand Reserve 750ml","13.45","1.50","11.95","15.93"
"GRAPE BRANDY (DOMESTIC)","052376","Coronet V.S.Q. 750 750ml","11.95","2.00","9.95","13.27"
"GRAPE BRANDY (DOMESTIC)","052806","Korbel Brandy 750ml","11.95","1.00","10.95","14.60"
"GRAPE BRANDY (DOMESTIC)","053216","Paul Masson Grande Amber VS 750ml","12.45","1.00","11.45","15.27"
"GRAPE BRANDY (DOMESTIC)","053220","Paul Masson Grande Amber VS Pet 750ml","12.45","1.00","11.45","15.27"
"BRANDY IMPORTED","050526","Raynal Napoleon VSOP 750ml","16.90","2.00","14.90","19.87"
"BRANDY IMPORTED","050686","St. Remy VSOP 750ml","14.95","1.00","13.95","18.60"
