"Description","Code","Brand","Retail Bottle Price","Discount Per Bottle","Sale Bottle Price","Price per Liter"
"STRAIGHT BOURBON WHISKEY","016518","Ancient Age 1.75L","21.90","2.00","19.90","11.37"
"STRAIGHT BOURBON WHISKEY","016676","Basil Hayden's 750ml","39.90","2.95","36.95","49.27"
"STRAIGHT BOURBON WHISKEY","021482","Benchmark Bourbon #8 1.75L","19.95","2.00","17.95","10.26"
"STRAIGHT BOURBON WHISKEY","017020","Bowman Brothers 750ml","29.95","2.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","017516","Corner Creek Reserve Bourbon Whiskey 750ml","27.90","3.00","24.90","33.20"
"STRAIGHT BOURBON WHISKEY","017766","Eagle Rare Single Brl Bourbon 10 Yr 750ml","26.95","2.00","24.95","33.27"
"STRAIGHT BOURBON WHISKEY","017920","Elijah Craig 18 Yr 750ml","39.90","3.00","36.90","49.20"
"STRAIGHT BOURBON WHISKEY","017916","Elijah Craig 750ml","22.95","1.15","21.80","29.07"
"STRAIGHT BOURBON WHISKEY","017946","Elmer T Lee Bourbon 750ml","28.95","4.00","24.95","33.27"
"STRAIGHT BOURBON WHISKEY","017958","Evan Williams Black 1.75L","24.90","2.00","22.90","13.09"
"STRAIGHT BOURBON WHISKEY","018120","Evan Williams Single Barrel 750ml","25.95","2.00","23.95","31.93"
"STRAIGHT BOURBON WHISKEY","027493","Firefly Sweet Tea Bourbon 750ml","21.90","1.95","19.95","26.60"
"STRAIGHT BOURBON WHISKEY","018352","Four Roses Bourbon 750ml","18.90","3.00","15.90","21.20"
"STRAIGHT BOURBON WHISKEY","018568","Henry McKenna 1.75L","23.95","4.00","19.95","11.40"
"STRAIGHT BOURBON WHISKEY","019009","Jefferson's KY Straight Bourbon 750ml","29.95","5.00","24.95","33.27"
"STRAIGHT BOURBON WHISKEY","019078","Jim Beam 7 Year 1.75L","39.90","3.00","36.90","21.09"
"STRAIGHT BOURBON WHISKEY","016708","Jim Beam's Choice 1.75L","34.95","2.00","32.95","18.83"
"STRAIGHT BOURBON WHISKEY","019338","Kentucky Supreme 1.75L","18.90","2.00","16.90","9.66"
"STRAIGHT BOURBON WHISKEY","019560","Maker's Mark 3-Pack 1.13L","44.95","10.00","34.95","30.93"
"STRAIGHT BOURBON WHISKEY","019476","Maker's Mark 750ml","28.95","2.00","26.95","35.93"
"STRAIGHT BOURBON WHISKEY","020908","Old 1889 Brand 1.75L","17.70","2.00","15.70","8.97"
"STRAIGHT BOURBON WHISKEY","020368","Old Forester 1.75L","33.90","3.95","29.95","17.11"
"STRAIGHT BOURBON WHISKEY","020448","Old Grand Dad 86 1.75L","34.95","3.00","31.95","18.26"
"STRAIGHT BOURBON WHISKEY","020988","Olde Bourbon 1.75L","18.75","2.00","16.75","9.57"
"STRAIGHT BOURBON WHISKEY","021348","Sam Clay 1.75L","18.25","2.00","16.25","9.29"
"STRAIGHT BOURBON WHISKEY","021758","Virginia Gentleman 1.75L","24.90","2.00","22.90","13.09"
"STRAIGHT BOURBON WHISKEY","022158","Wild Turkey 101 1.75L","48.90","3.95","44.95","25.69"
"STRAIGHT BOURBON WHISKEY","022205","Wild Turkey Rare Breed 750ml","38.95","3.00","35.95","47.93"
"STRAIGHT BOURBON WHISKEY","022216","Woodford Reserve 750ml","33.90","3.95","29.95","39.93"
"TENNESSEE WHISKEY","026589","Gentleman Jack 1.75L","59.95","6.00","53.95","30.83"
"TENNESSEE WHISKEY","026658","George Dickel #12 1.75L","39.90","2.00","37.90","21.66"
"TENNESSEE WHISKEY","026906","Jack Daniel's Single Barrel 750ml","45.90","3.95","41.95","55.93"
"BOTTLED IN BOND WHISKEY","016416","Old Grand Dad 100 750ml","19.95","2.00","17.95","23.93"
"CORN WHISKEY","076032","Junior Johnson's Midnight Moon 750ml","21.90","2.00","19.90","26.53"
"STRAIGHT RYE WHISKEY","027080","(Ri)1 750ml","39.90","3.00","36.90","49.20"
"BLENDED WHISKEY","027470","Bernheim Original Wheat Whiskey 750ml","24.90","3.00","21.90","29.20"
"BLENDED WHISKEY","024078","Haller's Reserve 1.75L","14.95","2.00","12.95","7.40"
"WHISKEY","073715","Evan Williams Cherry Reserve 750ml","13.95","2.00","11.95","15.93"
"GRAPE BRANDY (DOMESTIC)","052136","Christian Brothers Frost 750ml","12.45","1.50","10.95","14.60"
"GRAPE BRANDY (DOMESTIC)","052186","Christian Brothers Grand Reserve 750ml","13.50","1.55","11.95","15.93"
"GRAPE BRANDY (DOMESTIC)","052376","Coronet V.S.Q. 750 750ml","11.70","1.00","10.70","14.27"
"GRAPE BRANDY (DOMESTIC)","053216","Paul Masson Grande Amber VS 750ml","13.45","1.50","11.95","15.93"
"GRAPE BRANDY (DOMESTIC)","053220","Paul Masson Grande Amber VS Pet 750ml","13.45","1.50","11.95","15.93"
"FLAVORED BRANDY","054786","Hiram Walker Blackberry 750ml","11.95","1.00","10.95","14.60"
"OTHER (DOMESTIC) BRANDY","055376","Hiram Walker Cherry Brandy 750ml","11.95","1.00","10.95","14.60"
"PEACH BRANDY","056076","Hiram Walker Peach Brandy 750ml","11.95","1.00","10.95","14.60"
"BRANDY IMPORTED","050526","Raynal Napoleon VSOP 750ml","15.90","2.00","13.90","18.53"
"BRANDY IMPORTED","050686","St. Remy VSOP 750ml","13.50","1.00","12.50","16.67"
"CANADIAN WHISKY","011845","Bowman's Canadian 750ml","7.95","1.00","6.95","9.27"
"CANADIAN WHISKY","010632","Canadian Club Reserve 750ml","17.95","2.00","15.95","21.27"
"CANADIAN WHISKY","010806","Canadian Club Sherry Cask 750ml","24.90","3.00","21.90","29.20"
"CANADIAN WHISKY","012478","Canadian Mist Easy Pour 1.75L","22.95","3.00","19.95","11.40"
"CANADIAN WHISKY","010890","Forty Creek Barrel Select 750ml","19.95","2.00","17.95","23.93"
"CANADIAN WHISKY","013246","Harwood Canadian 750ml","8.50","1.00","7.50","10.00"
"CANADIAN WHISKY","012888","Rich & Rare 1.75L","16.95","2.00","14.95","8.54"
"CANADIAN WHISKY","015248","Windsor 1.75L","19.95","2.00","17.95","10.26"
"CANADIAN WHISKY","011416","Wiser's Deluxe Canadian Whisky 750ml","19.95","2.00","17.95","23.93"
"COCKTAILS (DOMESTIC)","057110","Burnett's Margarita Cocktail 1.75L","12.90","3.00","9.90","5.66"
"COCKTAILS (DOMESTIC)","057125","Chi Chi Gold Margarita 1.75L","12.90","2.00","10.90","6.23"
"COCKTAILS (DOMESTIC)","057122","Chi Chi's Mango Margarita 1.75L","12.90","2.00","10.90","6.23"
"COCKTAILS (DOMESTIC)","057148","Chi-Chi's Margarita 1.75L","12.90","2.00","10.90","6.23"
"COCKTAILS (DOMESTIC)","057129","Chi-Chi's Mexican Mudslide 1.75L","12.90","2.00","10.90","6.23"
"COCKTAILS (DOMESTIC)","057144","Chi-Chi's White Russian 1.75L","12.90","2.00","10.90","6.23"
"COCKTAILS (DOMESTIC)","058875","Jose Cuervo Golden Margarita 1.75L","23.95","2.00","21.95","12.54"
"COCKTAILS (DOMESTIC)","062400","Margaritaville Classic Lime Margarita RTD 1.75L","17.90","2.00","15.90","9.09"
"COCKTAILS (DOMESTIC)","062405","Margaritaville Last Mango Margarita RTD 1.75L","17.90","2.00","15.90","9.09"
"COCKTAILS (DOMESTIC)","063730","Smirnoff Pomegranate Martini 1.75L","21.90","2.00","19.90","11.37"
"COCKTAILS (DOMESTIC)","063959","UV Blue Raspberry Lemonade Cocktail 1.75L","16.95","2.00","14.95","8.54"
"COCKTAILS (IMPORTED)","059154","1800 RTD 1.75L","23.95","2.00","21.95","12.54"
"COCKTAILS (IMPORTED)","059153","1800 RTD Pomegranate 1.75L","23.95","2.00","21.95","12.54"
"COGNAC/ARMAGNAC","047546","Ansac V. S. 750ml","19.95","1.00","18.95","25.27"
"COGNAC/ARMAGNAC","047156","Cles Des Ducs V. S. O. P. - Armagnac 750ml","33.90","2.00","31.90","42.53"
"COGNAC/ARMAGNAC","047776","Courvoisier VSOP 750ml","39.90","2.00","37.90","50.53"
"COGNAC/ARMAGNAC","048129","Hennessy X.O. 750ml","179.95","14.00","165.95","221.27"
"COGNAC/ARMAGNAC","048276","Jacques Cardin VSOP Cognac 750ml","32.95","6.00","26.95","35.93"
"COGNAC/ARMAGNAC","049086","Remy Martin 1738 Accord Royal 750ml","49.95","2.50","47.45","63.27"
"COGNAC/ARMAGNAC","049376","Salignac V. S. 750ml","19.95","1.00","18.95","25.27"
