"Description","Code","Brand","Retail Bottle Price","Discount Per Bottle","Sale Bottle Price","Price per Liter"
"STRAIGHT BOURBON WHISKEY","016580","Baker's 750ml","46.95","5.00","41.95","55.93"
"STRAIGHT BOURBON WHISKEY","016850","Blanton Single Barrel 750ml","53.95","3.00","50.95","67.93"
"STRAIGHT BOURBON WHISKEY","017017","Bowman's Bourbon 1L","10.45","1.00","9.45","9.45"
"STRAIGHT BOURBON WHISKEY","017836","Early Times Bourbon 354 750ml","14.95","2.00","12.95","17.27"
"STRAIGHT BOURBON WHISKEY","017916","Elijah Craig 750ml","25.95","1.50","24.45","32.60"
"STRAIGHT BOURBON WHISKEY","018098","Evan Williams 1783 1.75L","28.95","2.00","26.95","15.40"
"STRAIGHT BOURBON WHISKEY","018048","Evan Williams Green 1.75L","20.50","2.00","18.50","10.57"
"STRAIGHT BOURBON WHISKEY","018120","Evan Williams Single Barrel 750ml","27.90","2.00","25.90","34.53"
"STRAIGHT BOURBON WHISKEY","018196","Ezra Brooks 750ml","11.95","1.00","10.95","14.60"
"STRAIGHT BOURBON WHISKEY","018276","Fighting Cock 750ml","17.95","1.00","16.95","22.60"
"STRAIGHT BOURBON WHISKEY","018348","Four Roses Small Batch Bourbon 750ml","32.95","5.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","018568","Henry McKenna 1.75L","23.95","4.00","19.95","11.40"
"STRAIGHT BOURBON WHISKEY","018928","J.T.S. Brown 1.75L","17.95","2.00","15.95","9.11"
"STRAIGHT BOURBON WHISKEY","019006","Jefferson Reserve 750ml","49.95","2.00","47.95","63.93"
"STRAIGHT BOURBON WHISKEY","019009","Jefferson's KY Straight Bourbon 750ml","29.95","5.00","24.95","33.27"
"STRAIGHT BOURBON WHISKEY","019068","Jim Beam 1.75L","30.90","2.00","28.90","16.51"
"STRAIGHT BOURBON WHISKEY","019076","Jim Beam 7 Year 750ml","19.95","2.00","17.95","23.93"
"STRAIGHT BOURBON WHISKEY","019028","Jim Beam Black 1.75L","49.95","5.00","44.95","25.69"
"STRAIGHT BOURBON WHISKEY","019112","Jim Beam Devil's Cut 750ml","26.95","2.05","24.90","33.20"
"STRAIGHT BOURBON WHISKEY","019338","Kentucky Supreme 1.75L","17.95","2.00","15.95","9.11"
"STRAIGHT BOURBON WHISKEY","019228","Knob Creek 1.75L","69.90","4.95","64.95","37.11"
"STRAIGHT BOURBON WHISKEY","019476","Maker's Mark 750ml","29.95","2.00","27.95","37.27"
"STRAIGHT BOURBON WHISKEY","020456","Old Grand Dad 1.75L","34.95","3.00","31.95","18.26"
"STRAIGHT BOURBON WHISKEY","021208","Rebel Yell 1.75L","24.90","2.00","22.90","13.09"
"STRAIGHT BOURBON WHISKEY","022158","Wild Turkey 101 1.75L","49.95","5.00","44.95","25.69"
"STRAIGHT BOURBON WHISKEY","022121","Wild Turkey 81 750ml","22.95","2.00","20.95","27.93"
"STRAIGHT BOURBON WHISKEY","022205","Wild Turkey Rare Breed 750ml","39.90","2.95","36.95","49.27"
"STRAIGHT BOURBON WHISKEY","022216","Woodford Reserve 750ml","34.95","3.00","31.95","42.60"
"TENNESSEE WHISKEY","026608","George Dickel #8 1.75L","36.90","2.00","34.90","19.94"
"STRAIGHT RYE WHISKEY","027051","James E. Pepper 1776 Rye Whiskey 750ml","29.95","3.00","26.95","35.93"
"STRAIGHT RYE WHISKEY","027052","Jefferson's Rye 750ml","39.90","2.00","37.90","50.53"
"MOONSHINE","027503","Georgia Moon Peach Fruit Jar 750ml","12.90","1.00","11.90","15.87"
"MOONSHINE","076032","Junior Johnson's Midnight Moon 750ml","21.90","3.00","18.90","25.20"
"MOONSHINE","027317","Southern Corn Whiskey 750ml","31.95","7.00","24.95","33.27"
"BLENDED WHISKEY","024458","Kessler 1.75L","19.95","2.00","17.95","10.26"
"BLENDED WHISKEY","025208","Paul Jones 1.75L","15.40","2.00","13.40","7.66"
"WHISKEY","021376","Sam Houston 750ml","27.90","2.00","25.90","34.53"
"WHISKEY","022175","Wild Turkey Russell Reserve 750ml","32.95","3.00","29.95","39.93"
"GRAPE BRANDY (DOMESTIC)","052316","Christian Brothers Brandy 750ml","12.45","1.50","10.95","14.60"
"GRAPE BRANDY (DOMESTIC)","053206","Paul Masson Grande Amber VSOP 750ml","14.40","1.00","13.40","17.87"
"GRAPE BRANDY (DOMESTIC)","052166","The Christian Brothers X.O. 750ml","13.95","2.00","11.95","15.93"
"APPLE BRANDY","053634","Carriage House Apple Brandy 750ml","22.95","3.00","19.95","26.60"
"BRANDY IMPORTED","050526","Raynal Napoleon VSOP 750ml","16.90","2.00","14.90","19.87"
"CANADIAN WHISKY","010628","Canadian Club 1.75L","30.90","3.00","27.90","15.94"
"CANADIAN WHISKY","010846","Canadian Club Small Batch Classic 750ml","23.95","2.00","21.95","29.27"
"CANADIAN WHISKY","012308","Canadian Hunter 1.75L","19.45","2.00","17.45","9.97"
"CANADIAN WHISKY","011058","Canadian MacNaughton 1.75L","19.95","2.50","17.45","9.97"
"CANADIAN WHISKY","011930","Canadian Mist Black Diamond 750ml","14.95","2.00","12.95","17.27"
"CANADIAN WHISKY","013248","Harwood Canadian 1.75L","16.95","2.00","14.95","8.54"
"CANADIAN WHISKY","013638","Lord Calvert 1.75L","19.95","2.00","17.95","10.26"
"CANADIAN WHISKY","014192","Pendleton Canadian 750ml","24.90","2.00","22.90","30.53"
